adapters	FinalReads	InputReads	rfam-5.8s-database-id98	rfam-5s-database-id98	silva-arc-16s-id95	silva-arc-23s-id98	silva-bac-16s-id90	silva-bac-23s-id98	silva-euk-18s-id95	silva-euk-28s-id98
1	0.00105208617326537	89.7071841942935	100	0.0248228711808874	0.00210417234653074	3.63571895728853e-05	0.0128727174331497	0.175891538504922	0.247392496448698	4.36931614989542	5.459327416534
2	0.000585251784073244	86.7643004890954	100	0.0181704549968567	0.00270966967744147	2.76496905861375e-05	0.0190782865044349	0.317787110470007	0.407736162228477	4.03819122728774	8.43141369826501
3	0.000282936929050157	87.6878066208399	100	0.0180307988421964	0.00436944643839958	7.71646170136792e-05	0.0128350479632753	0.199152230935179	0.267732284306087	4.57705784047489	7.23265562865403
4	0.0014781408217121	94.7499194994544	100	0.0202787634079829	0.00228530536030995	3.98599772147084e-05	0.00696885268303818	0.197147447303948	0.23310779008115	1.82897505449689	2.9597992864134
5	0.00268607277320216	95.7498308341633	100	0.0103130061686607	0.00250447912092934	3.78320108901713e-06	0.00572776644877194	0.0924614346155787	0.119276763934532	1.9459802769621	2.07121558261183
6	0.0037671208592291	95.02526106349	100	0.0138517235444167	0.00399677421642274	3.62610563989967e-05	0.0060233643685	0.142933026312312	0.164709805183043	2.09932177320111	2.54009908776852
7	2.68502328340136	83.3702172486518	100	0.126727670691182	0.0198910504878351	2.94730744798346e-05	0.022343865241768	0.234507429277884	0.322530403604937	5.02305023659347	8.19567933897527
8	1.97751271142953	91.9753159231562	100	0.0195886168662125	0.00692104244912757	3.02449050945123e-05	0.0109637780967607	0.117602272642495	0.173212571476272	2.39922750479735	3.319625334181
9	2.58607619946549	88.6832190173021	100	0.052509374317209	0.00914069676995346	5.59235042517801e-05	0.0135558574306315	0.173944467624737	0.258078583596328	3.29801596269321	4.92540391729607
10	3.47352139042411	92.1213378569171	100	0.0374982560215917	0.00541388929793293	2.41799432690171e-05	0.00525671966668432	0.132626988830559	0.153339528234799	1.81272682298033	2.2582543676836
11	2.36728421240129	64.7146763241619	100	0.27012417429607	0.00853804052378987	0.000311868546078552	0.0596180182921639	0.560882798624486	0.914447146793917	8.92735983387734	22.176757582483
12	1.89934497060486	82.1432689537698	100	0.101524161031385	0.00597551525566297	4.07777943956003e-05	0.0170764855915114	0.434073347834335	0.527677206492728	5.80317888628692	9.06783969533843
13	0.000183962901223726	94.2592562594527	100	0.0167661744143068	0.00219988969380039	2.29953626529658e-05	0.00464250821560432	0.0802895862229775	0.101470870266654	2.8785876023415	2.65658015112859
14	0.000230596497061021	94.3203820732396	100	0.0272208683121579	0.00343274330852202	8.12328569192235e-05	0.0082071389635809	0.181990424061193	0.278971973563789	2.43252314127563	2.7469598079215
15	0.0003476057663961	86.505024191863	100	0.0236671581292793	0.00238829134325596	2.39728114755931e-05	0.0185849220964535	0.208707296706513	0.316279295000368	4.16578541612815	8.75919185015507
16	0.000232101891987857	93.6192613561537	100	0.0231637688203881	0.00215390555764731	2.78522270385428e-05	0.00617158930795711	0.130299681143063	0.152769465306407	2.65410834507034	3.41181193452146
17	0.00147760621028989	67.1507488570582	100	0.102982921987644	0.00662697484072785	7.12099378452959e-05	0.0414174800992702	0.515773579813478	0.844385189863942	9.47468250826681	21.8618336719218
18	0.00208471510982231	77.4496908837457	100	0.0360667764375617	0.00581430659242349	0.00331987868645114	0.0326806206811451	0.34662305073112	0.592372400974827	5.39060330932256	16.1407440577184
