Names	total	elements
		SP80-3280_Mattielo_SP803280_c114326_g1_i7.gen
		KQB07-24739_k31_TRINITY_DN18450_c0_g1_i7.gen
		QA96-1749_k25_TRINITY_DN7974_c0_g1_i10.gen
		B1_k25_TRINITY_DN12805_c1_g1_i2.gen
		QA02-1009_k25_TRINITY_DN4491_c0_g1_i10.gen
		QN05-1743_k25_TRINITY_DN1585_c0_g1_i6.gen
		GN18_k25_TRINITY_DN4305_c0_g1_i7.gen
		LCP85-384_k31_TRINITY_DN6877_c0_g1_i23.gen
		CP74-2005_k31_TRINITY_DN5256_c0_g2_i1.gen
		CoV92102_k31_TRINITY_DN10815_c0_g1_i3.gen
		GXU-34176_k25_TRINITY_DN1713_c0_g1_i4.gen
		MS6847_k25_TRINITY_DN4026_c3_g1_i5.gen
		ROC20_k31_TRINITY_DN3646_c0_g1_i4.gen
		B1_k25_TRINITY_DN7583_c1_g2_i7.gen
		GXU-34140_k31_TRINITY_DN5101_c0_g1_i12.gen
		MS6847_k25_TRINITY_DN7783_c0_g1_i1.gen
		B1_k31_TRINITY_DN3100_c0_g1_i6.gen
		MT11-610_k31_TRINITY_DN10412_c0_g2_i11.gen
		QA02-1009_k25_TRINITY_DN12808_c0_g2_i1.gen
		RB855156_k25_TRINITY_DN8677_c0_g1_i7.gen
		CoV92102_k31_TRINITY_DN2929_c0_g2_i1.gen
		GN18_k31_TRINITY_DN7932_c0_g1_i1.gen
		CP74-2005_k25_TRINITY_DN34529_c0_g1_i10.gen
		Q200_k31_TRINITY_DN669_c0_g1_i9.gen
		CC011940_cc_00001265-RA.gen
		CoV92102_k25_TRINITY_DN21625_c0_g1_i5.gen
		ROC26_k31_TRINITY_DN4533_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN16565_c0_g1_i13.gen
		SP803280_IQUSP_evm.model.uti_cns_0385902.1.gen
		MS6847_k25_TRINITY_DN28840_c0_g1_i4.gen
		SP80-3280_Mattielo_SP803280_c60266_g1_i1.gen
		QS99-2014_k31_TRINITY_DN3910_c0_g1_i14.gen
		QN05-1743_k31_TRINITY_DN16564_c1_g1_i4.gen
		MS6847_k25_TRINITY_DN13810_c0_g2_i4.gen
		F1-Bulk-1_k31_TRINITY_DN17275_c0_g1_i2.gen
		ROC20_k31_TRINITY_DN18661_c0_g3_i1.gen
		CC011940_cc_00041811-RA.gen
		US851008_k25_TRINITY_DN41274_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN3565_c0_g2_i7.gen
		ROC22_k25_TRINITY_DN106794_c0_g1_i3.gen
		QA96-1749_k31_TRINITY_DN23489_c0_g1_i5.gen
		GT96-167_k25_TRINITY_DN4251_c0_g1_i13.gen
		RB855156_k31_TRINITY_DN261_c0_g1_i13.gen
		MS6847_k31_TRINITY_DN5641_c0_g1_i7.gen
		KQB07-24619_k31_TRINITY_DN26228_c0_g1_i8.gen
		ROC20_k31_TRINITY_DN9466_c0_g1_i12.gen
		B1_k25_TRINITY_DN18036_c0_g1_i6.gen
		SP803280_IQUSP_evm.model.uti_cns_0149215.2.gen
		MT11-610_k25_TRINITY_DN1223_c0_g1_i1.gen
		GN18_k31_TRINITY_DN11829_c0_g1_i11.gen
		CP74-2005_k31_TRINITY_DN42844_c0_g2_i4.gen
		KQB09-23137_k25_TRINITY_DN5463_c0_g1_i1.gen
		LCP85-384_k25_TRINITY_DN49916_c0_g1_i2.gen
		MT11-610_k31_TRINITY_DN17957_c0_g1_i3.gen
		ROC22_k25_TRINITY_DN17197_c0_g1_i9.gen
		QN05-1509_k31_TRINITY_DN5461_c0_g1_i16.gen
		GN18_k31_TRINITY_DN9263_c0_g1_i3.gen
		SP803280_CTBE_evm.model.SCSP803280_000089521.1.gen
		CP74-2005_k25_TRINITY_DN5491_c0_g1_i2.gen
		RB72454_k31_TRINITY_DN10962_c0_g1_i1.gen
		ROC20_k25_TRINITY_DN6483_c0_g1_i4.gen
		F1-Bulk-2_k31_TRINITY_DN2885_c0_g1_i2.gen
		MT11-610_k31_TRINITY_DN11089_c0_g1_i10.gen
		F1-Bulk-1_k25_TRINITY_DN5043_c0_g3_i9.gen
		ROC22_k31_TRINITY_DN8466_c0_g1_i9.gen
		QA96-1749_k25_TRINITY_DN55403_c0_g1_i1.gen
		ROC26_k31_TRINITY_DN697_c2_g1_i2.gen
		QC02-402_k25_TRINITY_DN11045_c1_g1_i3.gen
		ROC22_k25_TRINITY_DN11095_c1_g1_i4.gen
		T1_k25_TRINITY_DN16331_c0_g2_i2.gen
		ROC20_k31_TRINITY_DN8667_c1_g1_i5.gen
		ROC22_k25_TRINITY_DN54672_c0_g2_i1.gen
		CC011940_cc_00001019-RA.gen
		QA02-1009_k25_TRINITY_DN2180_c0_g1_i9.gen
		B1_k25_TRINITY_DN2073_c0_g1_i1.gen
		ROC20_k31_TRINITY_DN13836_c0_g1_i4.gen
		ROC20_k25_TRINITY_DN17214_c0_g1_i1.gen
		KQ08-2850_k31_TRINITY_DN2366_c0_g1_i22.gen
		T1_k25_TRINITY_DN6712_c0_g4_i4.gen
		CoV92102_k25_TRINITY_DN17801_c0_g1_i6.gen
		Co8021_k31_TRINITY_DN1746_c0_g2_i1.gen
		R570_ASM_Sh_215N20_contig-1_p000010.gen
		ROC20_k25_TRINITY_DN167778_c0_g1_i1.gen
		Co8021_k31_TRINITY_DN6020_c0_g1_i6.gen
		GXU-34140_k31_TRINITY_DN9512_c1_g1_i5.gen
		QN05-1460_k25_TRINITY_DN4986_c0_g1_i7.gen
		FN95-1702_k31_TRINITY_DN3850_c0_g1_i1.gen
		MT11-610_k25_TRINITY_DN14598_c0_g1_i1.gen
		F1-Bulk-2_k31_TRINITY_DN2515_c1_g1_i7.gen
		F1-Bulk-2_k25_TRINITY_DN11918_c0_g1_i2.gen
		QN05-1460_k25_TRINITY_DN639_c0_g1_i14.gen
		KQB07-24619_k25_TRINITY_DN12970_c0_g1_i10.gen
		ROC22_k31_TRINITY_DN4927_c0_g1_i2.gen
		ROC20_k25_TRINITY_DN2983_c1_g1_i1.gen
		QS99-2014_k31_TRINITY_DN4894_c0_g1_i13.gen
		QS99-2014_k31_TRINITY_DN2604_c0_g2_i1.gen
		SP80-3280_unmappedk25_TRINITY_DN110212_c0_g1_i1.gen
		QN05-1460_k25_TRINITY_DN10037_c0_g1_i14.gen
		GXU-34176_k25_TRINITY_DN5468_c0_g2_i2.gen
		CP74-2005_k25_TRINITY_DN8866_c0_g2_i6.gen
		KQB07-24619_k31_TRINITY_DN6293_c0_g1_i17.gen
		F1-Bulk-1_k25_TRINITY_DN17725_c0_g1_i9.gen
		QBYN04-26041_k25_TRINITY_DN6385_c0_g1_i1.gen
		KQB08-32953_k25_TRINITY_DN7367_c0_g1_i8.gen
		T2_k31_TRINITY_DN4621_c0_g1_i3.gen
		KQB08-32953_k25_TRINITY_DN2154_c0_g1_i3.gen
		KQB09-20620_k25_TRINITY_DN2276_c0_g1_i7.gen
		T1_k31_TRINITY_DN27862_c0_g2_i6.gen
		LCP85-384_k31_TRINITY_DN26606_c0_g1_i5.gen
		QN05-803_k31_TRINITY_DN2326_c0_g1_i18.gen
		CP74-2005_k25_TRINITY_DN10807_c0_g1_i14.gen
		GN18_k25_TRINITY_DN17261_c0_g1_i4.gen
		ROC22_k31_TRINITY_DN21018_c0_g1_i1.gen
		GXU-34140_k31_TRINITY_DN25621_c0_g1_i1.gen
		Q200_k25_TRINITY_DN158_c0_g1_i8.gen
		F1-Bulk-1_k31_TRINITY_DN18426_c0_g1_i2.gen
		CP74-2005_k25_TRINITY_DN19310_c0_g1_i11.gen
		F1-Bulk-2_k25_TRINITY_DN15999_c0_g1_i7.gen
		QS99-2014_k31_TRINITY_DN3927_c0_g1_i10.gen
		CC011940_Sobic.007G137000.4.mrna1.gen
		KQB07-23863_k25_TRINITY_DN3283_c0_g1_i2.gen
		T1_k25_TRINITY_DN45911_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN64645_c3_g1_i1.gen
		ROC22_k31_TRINITY_DN6752_c0_g2_i5.gen
		R570_BAC_Sh_237O16_p000060.gen
		CP74-2005_k25_TRINITY_DN29094_c0_g1_i12.gen
		FN95-1702_k31_TRINITY_DN2704_c0_g2_i1.gen
		F1-Bulk-2_k25_TRINITY_DN6180_c0_g1_i4.gen
		KQB07-24619_k31_TRINITY_DN899_c0_g1_i3.gen
		FN95-1702_k25_TRINITY_DN1469_c0_g1_i1.gen
		Co06022_k31_TRINITY_DN4104_c0_g2_i9.gen
		ROC20_k25_TRINITY_DN9284_c0_g1_i9.gen
		MS6847_k25_TRINITY_DN27309_c0_g1_i5.gen
		T2_k31_TRINITY_DN5137_c0_g1_i1.gen
		MS6847_k31_TRINITY_DN949_c0_g1_i2.gen
		MT11-610_k25_TRINITY_DN12278_c0_g1_i1.gen
		CoV92102_k25_TRINITY_DN3845_c0_g2_i7.gen
		GT96-167_k25_TRINITY_DN15018_c0_g2_i12.gen
		KQB09-20620_k31_TRINITY_DN37306_c0_g1_i8.gen
		B1_k25_TRINITY_DN10669_c0_g1_i1.gen
		B1_k25_TRINITY_DN21390_c0_g1_i5.gen
		MT11-610_k31_TRINITY_DN17_c0_g1_i2.gen
		QA96-1749_k31_TRINITY_DN1686_c0_g1_i6.gen
		T1_k25_TRINITY_DN23157_c3_g1_i3.gen
		ROC22_k25_TRINITY_DN24299_c0_g1_i11.gen
		SP80-3280_unmappedk25_TRINITY_DN2901_c0_g1_i1.gen
		F1-Bulk-1_k31_TRINITY_DN14981_c0_g1_i4.gen
		Co06022_k31_TRINITY_DN7837_c0_g1_i4.gen
		RB72454_k25_TRINITY_DN3369_c0_g1_i1.gen
		GXU-34140_k31_TRINITY_DN8897_c0_g2_i4.gen
		QN05-1509_k25_TRINITY_DN18429_c0_g1_i4.gen
		QN05-803_k25_TRINITY_DN891_c0_g1_i4.gen
		R570_ASM_Sh_228B17_p000080.gen
		GUC2_k25_TRINITY_DN5298_c0_g2_i1.gen
		T1_k25_TRINITY_DN3262_c0_g1_i1.gen
		GUC10_k25_TRINITY_DN14707_c0_g1_i1.gen
		CP74-2005_k25_TRINITY_DN14266_c0_g1_i1.gen
		ROC20_k31_TRINITY_DN22391_c0_g1_i8.gen
		SP80-3280_Mattielo_SP803280_c115239_g2_i1.gen
		QN05-1509_k31_TRINITY_DN4073_c0_g1_i3.gen
		Q200_k31_TRINITY_DN46536_c0_g2_i2.gen
		GN18_k25_TRINITY_DN10802_c0_g1_i6.gen
		GUC10_k25_TRINITY_DN593_c0_g1_i6.gen
		SP803280_IQUSP_evm.model.uti_cns_0290828.2.gen
		SP803280_IQUSP_evm.model.uti_cns_0000291.3.gen
		CC011940_cc_00032688-RA.gen
		KQB09-20432_k25_TRINITY_DN2292_c0_g1_i10.gen
		ROC20_k25_TRINITY_DN182415_c0_g2_i1.gen
		GN18_k31_TRINITY_DN76503_c0_g1_i1.gen
		LCP85-384_k25_TRINITY_DN5487_c0_g2_i2.gen
		US851008_k31_TRINITY_DN7790_c1_g2_i1.gen
		ROC20_k25_TRINITY_DN6354_c1_g1_i3.gen
		ROC20_k31_TRINITY_DN12854_c0_g1_i5.gen
		T1_k25_TRINITY_DN42627_c0_g2_i1.gen
		QA96-1749_k31_TRINITY_DN2083_c0_g1_i5.gen
		QN05-1509_k25_TRINITY_DN2274_c0_g1_i9.gen
		CoV92102_k31_TRINITY_DN7227_c0_g1_i1.gen
		QN05-1743_k25_TRINITY_DN18242_c2_g1_i3.gen
		ROC20_k31_TRINITY_DN9359_c0_g1_i18.gen
		GUC2_k25_TRINITY_DN5835_c0_g1_i8.gen
		LCP85-384_k25_TRINITY_DN12516_c0_g2_i3.gen
		CoV92102_k25_TRINITY_DN50591_c1_g1_i1.gen
		ROC22_k31_TRINITY_DN5060_c0_g1_i6.gen
		ROC22_k25_TRINITY_DN15627_c0_g1_i18.gen
		GUC10_k31_TRINITY_DN16729_c0_g1_i2.gen
		GN18_k25_TRINITY_DN4992_c0_g2_i5.gen
		T1_k31_TRINITY_DN13242_c0_g1_i5.gen
		T1_k31_TRINITY_DN2777_c0_g1_i2.gen
		QA96-1749_k31_TRINITY_DN8111_c0_g1_i2.gen
		CoV92102_k31_TRINITY_DN40085_c0_g1_i8.gen
		CC011940_cc_00004409-RA.gen
		ROC20_k31_TRINITY_DN6118_c0_g1_i7.gen
		T2_k31_TRINITY_DN3173_c0_g1_i9.gen
		QA96-1749_k25_TRINITY_DN3366_c0_g1_i16.gen
		KQ08-2850_k31_TRINITY_DN1027_c0_g1_i8.gen
		CoV92102_k25_TRINITY_DN7055_c1_g1_i5.gen
		ROC26_k25_TRINITY_DN13756_c0_g1_i5.gen
		KQ08-2850_k31_TRINITY_DN3805_c0_g1_i8.gen
		CC011940_Sobic.009G094700.1.mrna1.gen
		CC011940_cc_00001619-RA.gen
		QN05-1509_k31_TRINITY_DN25801_c0_g1_i3.gen
		LCP85-384_k25_TRINITY_DN55991_c0_g1_i21.gen
		ROC22_k31_TRINITY_DN3951_c0_g1_i2.gen
		KQB09-23137_k25_TRINITY_DN2531_c0_g1_i14.gen
		SP80-3280_Mattielo_SP803280_c114207_g1_i14.gen
		CC011940_Sobic.003G169600.1.mrna1.gen
		F1-Bulk-2_k25_TRINITY_DN6578_c0_g1_i4.gen
		ROC20_k25_TRINITY_DN24216_c0_g1_i5.gen
		F1-Bulk-2_k25_TRINITY_DN8062_c0_g1_i5.gen
		ROC26_k31_TRINITY_DN11711_c0_g2_i20.gen
		MT11-610_k31_TRINITY_DN1246_c0_g1_i12.gen
		GXU-34176_k31_TRINITY_DN8893_c0_g1_i6.gen
		MT11-610_k31_TRINITY_DN544_c1_g1_i4.gen
		GXU-34176_k25_TRINITY_DN1492_c0_g1_i3.gen
		SP803280_IQUSP_evm.model.unitig_169604.1.gen
		GT96-167_k25_TRINITY_DN4845_c0_g1_i1.gen
		MT11-610_k25_TRINITY_DN28699_c0_g1_i1.gen
		R570_ASM_Sh09_p009520.gen
		Co8021_k25_TRINITY_DN10282_c0_g4_i2.gen
		KQB09-20432_k25_TRINITY_DN2862_c1_g1_i1.gen
		ROC22_k31_TRINITY_DN151590_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN137807_c0_g1_i16.gen
		T1_k25_TRINITY_DN9326_c1_g1_i5.gen
		KQB07-23863_k31_TRINITY_DN1736_c0_g1_i1.gen
		Co06022_k31_TRINITY_DN6640_c0_g3_i1.gen
		F1-Bulk-1_k31_TRINITY_DN2932_c0_g2_i3.gen
		KQB07-23990_k31_TRINITY_DN4071_c0_g1_i1.gen
		ROC20_k25_TRINITY_DN10614_c0_g1_i12.gen
		ROC22_k25_TRINITY_DN28249_c1_g1_i8.gen
		Q200_k31_TRINITY_DN3259_c0_g1_i4.gen
		MT11-610_k25_TRINITY_DN13817_c0_g2_i9.gen
		ROC22_k25_TRINITY_DN3377_c0_g1_i3.gen
		CP74-2005_k31_TRINITY_DN3617_c0_g2_i5.gen
		KQ08-2850_k25_TRINITY_DN8840_c0_g1_i8.gen
		ROC22_k31_TRINITY_DN3257_c0_g1_i7.gen
		T2_k31_TRINITY_DN12393_c0_g1_i15.gen
		R570_BAC_Sh_247A10_p000080.gen
		ROC22_k25_TRINITY_DN126397_c0_g1_i1.gen
		SP803280_CTBE_evm.model.SCSP803280_000065854.1.gen
		KQB09-20620_k25_TRINITY_DN3405_c0_g2_i1.gen
		LCP85-384_k25_TRINITY_DN2346_c1_g1_i10.gen
		GXU-34176_k25_TRINITY_DN802_c2_g1_i2.gen
		CP74-2005_k25_TRINITY_DN32013_c0_g1_i9.gen
		LCP85-384_k25_TRINITY_DN77930_c0_g1_i8.gen
		KQ08-2850_k25_TRINITY_DN2207_c0_g1_i6.gen
		ROC26_k31_TRINITY_DN4664_c0_g1_i3.gen
		QS99-2014_k25_TRINITY_DN7389_c0_g1_i1.gen
		Co06022_k25_TRINITY_DN881_c0_g1_i7.gen
		F1-Bulk-2_k31_TRINITY_DN92320_c0_g1_i2.gen
		B2_k25_TRINITY_DN21000_c0_g1_i5.gen
		GN18_k25_TRINITY_DN6815_c0_g2_i5.gen
		KQB07-23863_k25_TRINITY_DN344_c0_g1_i5.gen
		KQB08-32953_k31_TRINITY_DN15361_c0_g1_i14.gen
		QBYN04-26041_k25_TRINITY_DN3223_c0_g1_i5.gen
		RB72454_k25_TRINITY_DN7432_c0_g1_i2.gen
		ROC20_k25_TRINITY_DN12980_c0_g1_i10.gen
		T1_k31_TRINITY_DN12522_c0_g1_i3.gen
		F1-Bulk-2_k31_TRINITY_DN17078_c0_g1_i8.gen
		ROC20_k31_TRINITY_DN16529_c1_g1_i2.gen
		GN18_k31_TRINITY_DN14216_c0_g4_i1.gen
		SP803280_IQUSP_evm.model.uti_cns_0213978.5.gen
		KQB09-23137_k25_TRINITY_DN2967_c0_g1_i3.gen
		F1-Bulk-1_k25_TRINITY_DN4373_c0_g1_i9.gen
		GUC2_k31_TRINITY_DN5924_c0_g1_i2.gen
		KQB09-20432_k25_TRINITY_DN8197_c0_g1_i17.gen
		TUC717_k25_TRINITY_DN2244_c0_g1_i9.gen
		MS6847_k25_TRINITY_DN15930_c0_g3_i2.gen
		KQ08-2850_k31_TRINITY_DN5082_c0_g2_i8.gen
		B2_k31_TRINITY_DN14998_c0_g1_i9.gen
		SP803280_IQUSP_evm.model.uti_cns_0227496.1.gen
		KQB09-23137_k25_TRINITY_DN1526_c0_g1_i4.gen
		GN18_k31_TRINITY_DN28352_c0_g2_i1.gen
		MS6847_k25_TRINITY_DN11795_c0_g1_i19.gen
		F1-Bulk-1_k25_TRINITY_DN8653_c0_g2_i7.gen
		R570_ASM_Sh03_p016270.gen
		QBYN04-26041_k25_TRINITY_DN2161_c0_g1_i3.gen
		QN05-803_k31_TRINITY_DN1824_c0_g1_i8.gen
		KQ08-2850_k31_TRINITY_DN26583_c0_g1_i1.gen
		GXU-34140_k25_TRINITY_DN3329_c0_g1_i1.gen
		ROC20_k25_TRINITY_DN7797_c0_g1_i1.gen
		CC011940_Sobic.001G196500.2.mrna2.gen
		GT96-167_k31_TRINITY_DN6268_c0_g1_i1.gen
		KQ08-2850_k31_TRINITY_DN48580_c0_g1_i11.gen
		MT11-610_k25_TRINITY_DN11974_c0_g1_i1.gen
		QA96-1749_k31_TRINITY_DN12975_c0_g1_i1.gen
		QA02-1009_k31_TRINITY_DN4113_c0_g1_i3.gen
		T1_k31_TRINITY_DN11443_c0_g2_i1.gen
		ROC22_k25_TRINITY_DN22357_c0_g2_i6.gen
		QN05-1460_k31_TRINITY_DN906_c0_g1_i7.gen
		MT11-610_k25_TRINITY_DN41586_c0_g1_i9.gen
		MS6847_k25_TRINITY_DN25754_c0_g1_i2.gen
		QN05-1743_k31_TRINITY_DN8938_c0_g3_i3.gen
		Q241_k31_TRINITY_DN4653_c0_g1_i5.gen
		F1-Bulk-2_k25_TRINITY_DN81923_c0_g1_i1.gen
		ROC20_k25_TRINITY_DN6751_c0_g1_i1.gen
		GT96-167_k31_TRINITY_DN2767_c0_g1_i35.gen
		QN05-1460_k31_TRINITY_DN5840_c0_g1_i6.gen
		LCP85-384_k25_TRINITY_DN6771_c0_g1_i6.gen
		ROC20_k25_TRINITY_DN6949_c0_g1_i7.gen
		Q200_k31_TRINITY_DN2462_c0_g1_i3.gen
		CoV92102_k25_TRINITY_DN10333_c0_g1_i11.gen
		MT11-610_k31_TRINITY_DN2583_c0_g1_i4.gen
		LCP85-384_k25_TRINITY_DN17143_c0_g2_i1.gen
		F1-Bulk-1_k25_TRINITY_DN37832_c0_g1_i4.gen
		LCP85-384_k25_TRINITY_DN8633_c0_g1_i2.gen
		B1_k25_TRINITY_DN9720_c0_g2_i7.gen
		B2_k25_TRINITY_DN1083_c0_g1_i3.gen
		SP803280_IQUSP_evm.model.uti_cns_0252363.1.gen
		CoV92102_k25_TRINITY_DN8877_c0_g1_i4.gen
		ROC22_k25_TRINITY_DN11715_c0_g1_i4.gen
		QS99-2014_k25_TRINITY_DN8868_c0_g1_i5.gen
		ROC22_k31_TRINITY_DN3766_c0_g1_i5.gen
		KQB09-20432_k25_TRINITY_DN17814_c0_g1_i2.gen
		F1-Bulk-2_k31_TRINITY_DN12308_c0_g1_i2.gen
		T2_k31_TRINITY_DN7795_c0_g2_i2.gen
		F1-Bulk-1_k25_TRINITY_DN1225_c0_g2_i1.gen
		ROC26_k25_TRINITY_DN2155_c0_g1_i3.gen
		B2_k31_TRINITY_DN16761_c0_g1_i2.gen
		MS6847_k25_TRINITY_DN17204_c0_g3_i7.gen
		B2_k25_TRINITY_DN5303_c0_g2_i2.gen
		MS6847_k25_TRINITY_DN54314_c0_g1_i1.gen
		QA02-1009_k31_TRINITY_DN10817_c0_g1_i8.gen
		QBYN04-26041_k31_TRINITY_DN4860_c0_g2_i1.gen
		ROC20_k25_TRINITY_DN11277_c0_g1_i7.gen
		CP74-2005_k25_TRINITY_DN9367_c0_g1_i1.gen
		GT96-167_k25_TRINITY_DN666_c0_g2_i1.gen
		B1_k31_TRINITY_DN21576_c1_g2_i1.gen
		MS6847_k25_TRINITY_DN18263_c0_g1_i6.gen
		KQB08-32953_k31_TRINITY_DN46258_c0_g1_i4.gen
		CP74-2005_k25_TRINITY_DN17853_c0_g1_i1.gen
		GUC2_k25_TRINITY_DN62741_c0_g1_i1.gen
		QA02-1009_k31_TRINITY_DN8155_c0_g1_i10.gen
		KQB09-23137_k25_TRINITY_DN6919_c0_g1_i1.gen
		KQ08-2850_k31_TRINITY_DN11402_c0_g1_i3.gen
		CoV92102_k31_TRINITY_DN17638_c0_g2_i1.gen
		QC02-402_k25_TRINITY_DN1706_c0_g1_i7.gen
		KQB07-23990_k25_TRINITY_DN3248_c0_g1_i7.gen
		Co06022_k25_TRINITY_DN13836_c0_g1_i6.gen
		CC011940_Sobic.002G260700.1.mrna1.gen
		Q241_k31_TRINITY_DN6782_c0_g1_i11.gen
		ROC20_k31_TRINITY_DN12145_c0_g2_i1.gen
		CC011940_cc_00050653-RA.gen
		ROC22_k31_TRINITY_DN10198_c0_g2_i3.gen
		ROC22_k31_TRINITY_DN7243_c10_g1_i1.gen
		TUC717_k31_TRINITY_DN10326_c0_g1_i6.gen
		QA96-1749_k31_TRINITY_DN3897_c1_g1_i2.gen
		B1_k25_TRINITY_DN6157_c1_g2_i3.gen
		SP803280_IQUSP_evm.model.uti_cns_0404533.3.gen
		F1-Bulk-2_k25_TRINITY_DN5258_c0_g1_i6.gen
		MS6847_k25_TRINITY_DN22954_c0_g1_i1.gen
		F1-Bulk-2_k25_TRINITY_DN17866_c0_g1_i8.gen
		RB855156_k25_TRINITY_DN6001_c0_g1_i10.gen
		QN05-1743_k31_TRINITY_DN3123_c0_g3_i5.gen
		QC02-402_k25_TRINITY_DN123_c0_g1_i2.gen
		KQB09-20620_k31_TRINITY_DN1392_c0_g1_i9.gen
		KQB09-23137_k31_TRINITY_DN1898_c0_g1_i5.gen
		R570_BAC_Sh_242J21_p000140.gen
		KQB09-20432_k25_TRINITY_DN12671_c1_g1_i1.gen
		CP74-2005_k31_TRINITY_DN34790_c0_g1_i12.gen
		F1-Bulk-2_k31_TRINITY_DN4805_c1_g1_i11.gen
		FN95-1702_k25_TRINITY_DN22006_c0_g1_i1.gen
		Q241_k25_TRINITY_DN1809_c0_g2_i1.gen
		LCP85-384_k25_TRINITY_DN1373_c0_g2_i5.gen
		CP74-2005_k25_TRINITY_DN6273_c0_g1_i10.gen
		KQB07-24739_k25_TRINITY_DN1370_c0_g1_i5.gen
		ROC20_k25_TRINITY_DN7797_c0_g1_i2.gen
		Co8021_k31_TRINITY_DN12867_c1_g1_i8.gen
		TUC717_k25_TRINITY_DN22937_c0_g1_i1.gen
		GT96-167_k25_TRINITY_DN7173_c0_g1_i4.gen
		MT11-610_k31_TRINITY_DN12517_c0_g1_i1.gen
		SP80-3280_Mattielo_SP803280_c81427_g1_i1.gen
		QN05-803_k31_TRINITY_DN586_c0_g1_i2.gen
		CoV92102_k31_TRINITY_DN10505_c0_g1_i1.gen
		B1_k25_TRINITY_DN7406_c0_g2_i5.gen
		QN05-1509_k31_TRINITY_DN9279_c0_g1_i9.gen
		CP74-2005_k25_TRINITY_DN4197_c0_g1_i3.gen
		GXU-34176_k25_TRINITY_DN9723_c0_g2_i1.gen
		KQB07-24739_k25_TRINITY_DN3439_c0_g1_i7.gen
		Q200_k25_TRINITY_DN402_c2_g2_i1.gen
		ROC20_k31_TRINITY_DN20851_c0_g2_i3.gen
		TUC717_k31_TRINITY_DN5903_c0_g1_i7.gen
		FN95-1702_k31_TRINITY_DN33783_c0_g1_i4.gen
		QN05-1460_k31_TRINITY_DN497_c0_g1_i3.gen
		B2_k31_TRINITY_DN1885_c0_g3_i4.gen
		GXU-34140_k31_TRINITY_DN448_c0_g1_i2.gen
		US851008_k31_TRINITY_DN5096_c0_g1_i5.gen
		ROC22_k25_TRINITY_DN3475_c0_g1_i5.gen
		GN18_k25_TRINITY_DN6031_c0_g1_i7.gen
		MT11-610_k25_TRINITY_DN11614_c0_g1_i2.gen
		LCP85-384_k31_TRINITY_DN19653_c1_g1_i2.gen
		GT96-167_k31_TRINITY_DN14367_c0_g1_i1.gen
		ROC22_k31_TRINITY_DN4757_c0_g1_i3.gen
		CP74-2005_k31_TRINITY_DN12526_c0_g1_i5.gen
		GUC2_k25_TRINITY_DN30396_c0_g1_i4.gen
		F1-Bulk-2_k25_TRINITY_DN17003_c0_g1_i10.gen
		QN05-1743_k25_TRINITY_DN2071_c0_g2_i1.gen
		KQB09-20620_k31_TRINITY_DN3394_c0_g1_i2.gen
		MS6847_k31_TRINITY_DN12144_c0_g2_i3.gen
		F1-Bulk-2_k31_TRINITY_DN1012_c0_g2_i2.gen
		LCP85-384_k31_TRINITY_DN12682_c0_g1_i2.gen
		Q241_k31_TRINITY_DN21877_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN1221_c0_g1_i8.gen
		MS6847_k31_TRINITY_DN7024_c0_g1_i6.gen
		MT11-610_k25_TRINITY_DN50180_c0_g1_i7.gen
		QA02-1009_k25_TRINITY_DN6039_c0_g1_i1.gen
		KQB07-24739_k25_TRINITY_DN3921_c0_g1_i8.gen
		B2_k31_TRINITY_DN9338_c0_g1_i2.gen
		QA02-1009_k25_TRINITY_DN2679_c0_g1_i11.gen
		ROC26_k31_TRINITY_DN16038_c0_g1_i1.gen
		F1-Bulk-1_k31_TRINITY_DN12673_c0_g1_i2.gen
		F1-Bulk-2_k31_TRINITY_DN648_c0_g1_i1.gen
		ROC20_k31_TRINITY_DN6270_c0_g1_i3.gen
		MT11-610_k25_TRINITY_DN55215_c0_g1_i15.gen
		Co8021_k31_TRINITY_DN62152_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN27252_c0_g1_i2.gen
		SP803280_IQUSP_evm.model.uti_cns_0357557.1.gen
		F1-Bulk-1_k31_TRINITY_DN3497_c0_g2_i1.gen
		MS6847_k31_TRINITY_DN11563_c0_g1_i8.gen
		CP74-2005_k25_TRINITY_DN31394_c0_g1_i9.gen
		MT11-610_k25_TRINITY_DN3074_c0_g1_i17.gen
		KQB08-32953_k25_TRINITY_DN667_c0_g1_i22.gen
		SP803280_IQUSP_evm.model.uti_cns_0263265.2.gen
		QN05-1460_k31_TRINITY_DN1138_c0_g1_i5.gen
		KQB07-24739_k31_TRINITY_DN6302_c0_g2_i1.gen
		CC011940_Sobic.006G037700.1.mrna1.gen
		QA02-1009_k25_TRINITY_DN35897_c0_g1_i14.gen
		F1-Bulk-1_k25_TRINITY_DN130809_c0_g1_i1.gen
		KQB09-20620_k25_TRINITY_DN1037_c0_g1_i7.gen
		F1-Bulk-1_k25_TRINITY_DN8723_c0_g2_i9.gen
