Names	total	elements
		B2_k25_TRINITY_DN12844_c0_g1_i8.gen
		Co06022_k31_TRINITY_DN10216_c0_g1_i12.gen
		SP80-3280_Mattielo_SP803280_c112495_g2_i3.gen
		GT96-167_k31_TRINITY_DN12838_c0_g2_i1.gen
		B1_k25_TRINITY_DN18959_c0_g1_i4.gen
		CoV92102_k25_TRINITY_DN21657_c0_g1_i1.gen
		F1-Bulk-2_k25_TRINITY_DN14576_c0_g1_i2.gen
		GT96-167_k31_TRINITY_DN6923_c0_g1_i9.gen
		LCP85-384_k31_TRINITY_DN11095_c0_g1_i5.gen
		QA02-1009_k31_TRINITY_DN72159_c0_g1_i8.gen
		B2_k25_TRINITY_DN14061_c0_g1_i1.gen
		GN18_k25_TRINITY_DN30833_c0_g1_i2.gen
		KQB07-24619_k25_TRINITY_DN49501_c0_g1_i1.gen
		FN95-1702_k31_TRINITY_DN11625_c0_g2_i13.gen
		B2_k31_TRINITY_DN6306_c0_g1_i3.gen
		T2_k31_TRINITY_DN8059_c0_g1_i1.gen
		B2_k25_TRINITY_DN13990_c0_g1_i3.gen
		T2_k31_TRINITY_DN19201_c0_g2_i2.gen
		ROC22_k25_TRINITY_DN60901_c1_g1_i2.gen
		Q241_k25_TRINITY_DN1902_c0_g1_i3.gen
		GN18_k25_TRINITY_DN17957_c0_g1_i2.gen
		ROC20_k25_TRINITY_DN133759_c0_g1_i1.gen
		B1_k31_TRINITY_DN4079_c0_g1_i4.gen
		QA96-1749_k31_TRINITY_DN48961_c0_g2_i3.gen
		TUC717_k25_TRINITY_DN23366_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN13052_c0_g2_i3.gen
		R570_BAC_Sh_082I02_p000050.gen
		F1-Bulk-1_k31_TRINITY_DN11188_c0_g1_i5.gen
		KQB08-32953_k25_TRINITY_DN23630_c0_g1_i2.gen
		FN95-1702_k25_TRINITY_DN14556_c0_g1_i1.gen
		ROC22_k25_TRINITY_DN13120_c0_g1_i3.gen
		QS99-2014_k31_TRINITY_DN1853_c0_g1_i9.gen
		SP803280_IQUSP_evm.model.uti_cns_0000973.2.gen
		KQB08-32953_k25_TRINITY_DN10224_c0_g1_i2.gen
		KQB07-24619_k25_TRINITY_DN13912_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN3391_c0_g2_i3.gen
		RB855156_k31_TRINITY_DN12538_c0_g1_i2.gen
		MT11-610_k31_TRINITY_DN14801_c0_g1_i9.gen
		QA02-1009_k31_TRINITY_DN3378_c0_g1_i13.gen
		B2_k31_TRINITY_DN4744_c1_g1_i12.gen
		KQB07-23863_k25_TRINITY_DN2927_c0_g1_i1.gen
		Co06022_k25_TRINITY_DN2448_c0_g2_i1.gen
		GXU-34176_k25_TRINITY_DN21960_c0_g1_i5.gen
		GT96-167_k31_TRINITY_DN562_c0_g1_i3.gen
		T1_k25_TRINITY_DN4458_c0_g1_i17.gen
		KQB09-20432_k25_TRINITY_DN521_c0_g1_i1.gen
		RB72454_k31_TRINITY_DN42703_c0_g2_i1.gen
		SP80-3280_unmappedk31_TRINITY_DN925_c0_g2_i2.gen
		MS6847_k25_TRINITY_DN925_c1_g1_i1.gen
		QA02-1009_k25_TRINITY_DN6998_c0_g1_i14.gen
		QBYN04-26041_k31_TRINITY_DN486_c0_g1_i6.gen
		MS6847_k31_TRINITY_DN18743_c0_g1_i2.gen
		KQB09-23137_k25_TRINITY_DN920_c0_g1_i11.gen
		GT96-167_k31_TRINITY_DN1431_c0_g1_i14.gen
		KQB07-24739_k25_TRINITY_DN2754_c0_g1_i4.gen
		Q200_k31_TRINITY_DN5324_c0_g1_i9.gen
		QS99-2014_k31_TRINITY_DN39756_c0_g3_i2.gen
		KQB07-24619_k31_TRINITY_DN926_c1_g1_i15.gen
		GN18_k25_TRINITY_DN263_c1_g1_i1.gen
		LCP85-384_k31_TRINITY_DN24728_c0_g1_i3.gen
		F1-Bulk-2_k25_TRINITY_DN18313_c1_g1_i7.gen
		R570_BAC_Sh_252N16_p000070.gen
		GN18_k31_TRINITY_DN293_c0_g2_i10.gen
		B1_k31_TRINITY_DN16358_c0_g1_i6.gen
		SP803280_IQUSP_evm.model.uti_cns_0022679.1.gen
		ROC20_k31_TRINITY_DN1513_c2_g1_i2.gen
		F1-Bulk-1_k25_TRINITY_DN11314_c0_g1_i3.gen
		T2_k31_TRINITY_DN7052_c0_g1_i7.gen
		F1-Bulk-1_k31_TRINITY_DN11934_c0_g1_i12.gen
		KQB07-23863_k31_TRINITY_DN6840_c0_g1_i2.gen
		CP74-2005_k25_TRINITY_DN14120_c0_g1_i1.gen
		B1_k25_TRINITY_DN12296_c0_g1_i1.gen
		Q241_k31_TRINITY_DN1540_c0_g1_i3.gen
		QN05-1743_k31_TRINITY_DN8409_c0_g1_i2.gen
		KQ08-2850_k31_TRINITY_DN4995_c0_g1_i12.gen
		GN18_k31_TRINITY_DN15312_c0_g1_i6.gen
		QS99-2014_k25_TRINITY_DN2340_c0_g1_i15.gen
		QBYN04-26041_k31_TRINITY_DN4135_c0_g2_i4.gen
		F1-Bulk-2_k25_TRINITY_DN56367_c0_g1_i1.gen
		ROC22_k31_TRINITY_DN501_c0_g2_i6.gen
		RB72454_k25_TRINITY_DN19909_c0_g1_i1.gen
		LCP85-384_k25_TRINITY_DN10375_c0_g1_i20.gen
		KQB07-24619_k25_TRINITY_DN5983_c0_g1_i11.gen
		GT96-167_k25_TRINITY_DN7435_c0_g1_i7.gen
		CC011940_Sobic.010G064200.1.mrna1.gen
		GXU-34176_k25_TRINITY_DN1775_c0_g2_i2.gen
		SP80-3280_unmappedk25_TRINITY_DN9179_c0_g1_i1.gen
		KQB09-20620_k25_TRINITY_DN3981_c0_g2_i10.gen
		B2_k31_TRINITY_DN28211_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN147054_c0_g1_i13.gen
		MT11-610_k31_TRINITY_DN8173_c0_g1_i2.gen
		SP803280_CTBE_evm.model.SCSP803280_000052114.1.gen
		QN05-1743_k25_TRINITY_DN17828_c0_g1_i3.gen
		QA02-1009_k25_TRINITY_DN1038_c0_g1_i4.gen
		CC011940_cc_00006074-RA.gen
		T1_k25_TRINITY_DN10983_c0_g2_i1.gen
		LCP85-384_k25_TRINITY_DN217_c1_g2_i1.gen
		KQB07-24739_k31_TRINITY_DN574_c0_g1_i2.gen
		ROC20_k25_TRINITY_DN17085_c0_g3_i1.gen
		ROC26_k25_TRINITY_DN464_c1_g1_i4.gen
		MT11-610_k31_TRINITY_DN16216_c0_g1_i16.gen
		GT96-167_k31_TRINITY_DN11119_c0_g1_i1.gen
		B2_k25_TRINITY_DN532_c0_g1_i13.gen
		RB855156_k25_TRINITY_DN7942_c0_g1_i9.gen
		QN05-1743_k25_TRINITY_DN2754_c1_g1_i6.gen
		KQ08-2850_k25_TRINITY_DN3285_c0_g1_i9.gen
		US851008_k25_TRINITY_DN967_c0_g1_i8.gen
		F1-Bulk-2_k25_TRINITY_DN7285_c0_g1_i2.gen
		KQ08-2850_k25_TRINITY_DN7021_c0_g1_i2.gen
		LCP85-384_k31_TRINITY_DN9578_c0_g2_i4.gen
		LCP85-384_k25_TRINITY_DN18970_c0_g1_i1.gen
		GT96-167_k25_TRINITY_DN8917_c0_g2_i5.gen
		QN05-1509_k25_TRINITY_DN24175_c0_g1_i11.gen
		F1-Bulk-2_k25_TRINITY_DN14305_c0_g1_i3.gen
		ROC22_k31_TRINITY_DN14056_c0_g1_i6.gen
		SP80-3280_unmappedk31_TRINITY_DN4489_c0_g2_i4.gen
		QBYN04-26041_k25_TRINITY_DN1625_c1_g1_i3.gen
		ROC22_k25_TRINITY_DN14505_c0_g1_i8.gen
		GUC2_k25_TRINITY_DN25331_c0_g1_i1.gen
		ROC26_k25_TRINITY_DN6481_c0_g2_i4.gen
		KQ08-2850_k25_TRINITY_DN1437_c1_g1_i4.gen
		ROC20_k25_TRINITY_DN2230_c1_g2_i2.gen
		QN05-1509_k31_TRINITY_DN5083_c0_g1_i3.gen
		F1-Bulk-2_k31_TRINITY_DN10101_c0_g1_i2.gen
		Q200_k25_TRINITY_DN33545_c0_g1_i3.gen
		GT96-167_k25_TRINITY_DN4003_c0_g1_i3.gen
		F1-Bulk-1_k25_TRINITY_DN3290_c0_g3_i3.gen
		Q200_k31_TRINITY_DN533_c0_g1_i8.gen
		SP803280_IQUSP_evm.model.uti_cns_0129515.1.gen
		MS6847_k31_TRINITY_DN11249_c0_g1_i10.gen
		KQB09-23137_k25_TRINITY_DN7268_c0_g1_i20.gen
		US851008_k31_TRINITY_DN14823_c0_g1_i1.gen
		GUC2_k25_TRINITY_DN15950_c0_g1_i1.gen
		KQ08-2850_k31_TRINITY_DN439_c0_g1_i4.gen
		T1_k31_TRINITY_DN12185_c0_g2_i1.gen
		B2_k25_TRINITY_DN13691_c1_g2_i5.gen
		GXU-34176_k31_TRINITY_DN43692_c0_g1_i1.gen
		F1-Bulk-1_k31_TRINITY_DN20617_c1_g1_i1.gen
		SP803280_CTBE_evm.model.SCSP803280_000043498.1.gen
		GXU-34176_k25_TRINITY_DN102716_c0_g1_i1.gen
		QN05-1743_k31_TRINITY_DN10610_c3_g2_i4.gen
		KQB07-23863_k25_TRINITY_DN5574_c0_g1_i21.gen
		SP803280_IQUSP_evm.model.unitig_426408.1.gen
		MS6847_k31_TRINITY_DN11045_c0_g1_i7.gen
		QN05-1460_k31_TRINITY_DN2588_c0_g1_i17.gen
		T1_k25_TRINITY_DN33249_c1_g1_i1.gen
		GXU-34176_k25_TRINITY_DN4191_c0_g1_i2.gen
		GXU-34140_k25_TRINITY_DN10628_c0_g3_i1.gen
		KQB07-23990_k25_TRINITY_DN7993_c0_g1_i4.gen
		GXU-34176_k25_TRINITY_DN2783_c0_g1_i2.gen
		MS6847_k25_TRINITY_DN2131_c1_g1_i1.gen
		ROC22_k31_TRINITY_DN10310_c0_g2_i10.gen
		Co06022_k25_TRINITY_DN10051_c0_g1_i5.gen
		KQB09-20620_k25_TRINITY_DN5827_c0_g1_i8.gen
		CP74-2005_k25_TRINITY_DN15276_c0_g1_i3.gen
		LCP85-384_k25_TRINITY_DN9906_c0_g1_i13.gen
		MT11-610_k31_TRINITY_DN138_c0_g1_i7.gen
		QN05-803_k31_TRINITY_DN10284_c0_g1_i5.gen
		ROC20_k31_TRINITY_DN32658_c0_g1_i4.gen
		Co06022_k25_TRINITY_DN5071_c0_g1_i9.gen
		GT96-167_k31_TRINITY_DN11196_c1_g1_i1.gen
		T1_k25_TRINITY_DN13919_c0_g2_i2.gen
		QA96-1749_k25_TRINITY_DN8464_c0_g2_i6.gen
		F1-Bulk-2_k25_TRINITY_DN33741_c0_g1_i3.gen
		Q200_k25_TRINITY_DN5735_c1_g1_i2.gen
		CP74-2005_k31_TRINITY_DN8608_c0_g1_i1.gen
		GT96-167_k31_TRINITY_DN9766_c0_g2_i3.gen
		Co06022_k31_TRINITY_DN4240_c0_g1_i8.gen
		CoV92102_k31_TRINITY_DN9560_c1_g1_i4.gen
		ROC26_k31_TRINITY_DN8147_c0_g2_i1.gen
		KQB07-23990_k31_TRINITY_DN3982_c0_g1_i4.gen
		QS99-2014_k31_TRINITY_DN397_c0_g1_i8.gen
		SP803280_IQUSP_evm.model.uti_cns_0254399.3.gen
		GXU-34140_k31_TRINITY_DN31038_c0_g1_i1.gen
		CC011940_Sobic.008G054500.1.mrna1.gen
		ROC20_k25_TRINITY_DN17831_c0_g2_i4.gen
		MT11-610_k25_TRINITY_DN26715_c1_g1_i1.gen
		GUC10_k31_TRINITY_DN80737_c0_g1_i1.gen
		CC011940_cc_00007593-RA.gen
		ROC20_k25_TRINITY_DN327_c5_g1_i4.gen
		KQB09-20620_k31_TRINITY_DN1599_c0_g1_i8.gen
		KQ08-2850_k25_TRINITY_DN52498_c0_g1_i16.gen
		MT11-610_k25_TRINITY_DN64671_c0_g1_i3.gen
		GT96-167_k31_TRINITY_DN7757_c0_g1_i14.gen
		B1_k31_TRINITY_DN3310_c1_g1_i1.gen
		SP803280_IQUSP_evm.model.uti_cns_0162238.2.gen
		KQB09-20432_k31_TRINITY_DN2937_c0_g1_i6.gen
		QBYN04-26041_k31_TRINITY_DN9229_c0_g1_i5.gen
		TUC717_k31_TRINITY_DN3083_c0_g2_i2.gen
		CC011940_cc_00041698-RA.gen
		CC011940_cc_00006016-RA.gen
		KQB09-20432_k25_TRINITY_DN16179_c1_g1_i1.gen
		SP80-3280_Mattielo_SP803280_c112410_g2_i5.gen
		SP803280_IQUSP_evm.model.uti_cns_0062182.9.gen
		ROC22_k25_TRINITY_DN14583_c0_g1_i4.gen
		QN05-1743_k31_TRINITY_DN9768_c0_g2_i3.gen
		MS6847_k31_TRINITY_DN32915_c0_g1_i4.gen
		ROC22_k31_TRINITY_DN45617_c0_g2_i1.gen
		GUC10_k31_TRINITY_DN8416_c0_g1_i2.gen
		GN18_k25_TRINITY_DN124290_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN12206_c0_g1_i6.gen
		R570_BAC_Sh_250O18_p000120.gen
		CP74-2005_k25_TRINITY_DN27320_c0_g1_i1.gen
		GXU-34176_k25_TRINITY_DN1731_c0_g1_i14.gen
		F1-Bulk-2_k25_TRINITY_DN107414_c0_g1_i1.gen
		KQB09-20620_k31_TRINITY_DN7853_c0_g1_i7.gen
		F1-Bulk-1_k25_TRINITY_DN1334_c0_g2_i3.gen
		MT11-610_k25_TRINITY_DN10598_c0_g1_i1.gen
		B2_k31_TRINITY_DN669_c0_g1_i3.gen
		QS99-2014_k25_TRINITY_DN198_c0_g1_i2.gen
		T2_k31_TRINITY_DN3682_c0_g2_i5.gen
		MT11-610_k25_TRINITY_DN7583_c0_g1_i5.gen
		QN05-1509_k25_TRINITY_DN5117_c0_g1_i9.gen
		CP74-2005_k31_TRINITY_DN14593_c0_g1_i3.gen
		KQ08-2850_k25_TRINITY_DN3512_c0_g1_i2.gen
		MS6847_k31_TRINITY_DN796_c0_g1_i6.gen
		CoV92102_k31_TRINITY_DN48473_c0_g1_i3.gen
		LCP85-384_k25_TRINITY_DN1869_c19_g1_i4.gen
		QBYN04-26041_k25_TRINITY_DN14714_c0_g1_i5.gen
		QS99-2014_k25_TRINITY_DN8525_c0_g1_i7.gen
		QN05-1743_k25_TRINITY_DN57401_c0_g2_i1.gen
		KQB09-20432_k31_TRINITY_DN1850_c0_g2_i5.gen
		SP80-3280_Mattielo_SP803280_c88194_g1_i3.gen
		T1_k25_TRINITY_DN7789_c0_g1_i8.gen
		ROC26_k25_TRINITY_DN6856_c0_g1_i10.gen
		B2_k31_TRINITY_DN8396_c0_g2_i9.gen
		MT11-610_k25_TRINITY_DN2051_c0_g1_i1.gen
		SP80-3280_Mattielo_SP803280_c110206_g1_i7.gen
		Co06022_k31_TRINITY_DN18874_c0_g2_i6.gen
		MS6847_k25_TRINITY_DN19126_c0_g1_i10.gen
		F1-Bulk-1_k25_TRINITY_DN59782_c0_g1_i1.gen
		ROC20_k31_TRINITY_DN111070_c0_g1_i1.gen
		T2_k31_TRINITY_DN15292_c0_g2_i6.gen
		CP74-2005_k31_TRINITY_DN68174_c0_g1_i7.gen
		KQ08-2850_k31_TRINITY_DN42376_c0_g1_i1.gen
		F1-Bulk-2_k25_TRINITY_DN4152_c0_g1_i4.gen
		R570_BAC_Sh_239B08_contig-2_p000050.gen
		GUC10_k25_TRINITY_DN2871_c0_g1_i4.gen
		R570_BAC_Sh_222G15_p000020.gen
		SP803280_IQUSP_evm.model.uti_cns_0147562.3.gen
		FN95-1702_k31_TRINITY_DN42752_c0_g2_i2.gen
		ROC20_k31_TRINITY_DN12858_c0_g3_i15.gen
		LCP85-384_k25_TRINITY_DN8091_c0_g1_i3.gen
		GUC10_k25_TRINITY_DN60977_c0_g1_i1.gen
		B1_k25_TRINITY_DN34805_c0_g1_i1.gen
		GT96-167_k31_TRINITY_DN4968_c0_g1_i1.gen
		T2_k31_TRINITY_DN3888_c0_g1_i4.gen
		QS99-2014_k25_TRINITY_DN1944_c0_g1_i8.gen
		CC011940_cc_00010740-RA.gen
		ROC20_k31_TRINITY_DN11427_c0_g1_i7.gen
		QS99-2014_k31_TRINITY_DN3007_c1_g1_i9.gen
		ROC26_k25_TRINITY_DN17774_c0_g2_i4.gen
		Co8021_k25_TRINITY_DN2988_c0_g1_i1.gen
		KQB07-23990_k25_TRINITY_DN5719_c0_g1_i8.gen
		GT96-167_k31_TRINITY_DN5290_c0_g1_i6.gen
		GT96-167_k31_TRINITY_DN23389_c0_g1_i9.gen
		ROC22_k31_TRINITY_DN7402_c1_g1_i3.gen
		GXU-34176_k25_TRINITY_DN5064_c0_g2_i2.gen
		CP74-2005_k31_TRINITY_DN7223_c0_g1_i4.gen
		F1-Bulk-2_k25_TRINITY_DN168_c1_g1_i1.gen
		GXU-34176_k31_TRINITY_DN12629_c0_g1_i2.gen
		ROC22_k31_TRINITY_DN4990_c0_g1_i13.gen
		ROC20_k31_TRINITY_DN4002_c0_g1_i1.gen
		ROC26_k31_TRINITY_DN2222_c0_g1_i11.gen
		Q241_k25_TRINITY_DN6475_c0_g1_i2.gen
		ROC20_k31_TRINITY_DN2545_c0_g2_i2.gen
		GUC2_k31_TRINITY_DN12153_c0_g1_i1.gen
		CoV92102_k25_TRINITY_DN14537_c0_g1_i2.gen
		ROC22_k31_TRINITY_DN7667_c0_g1_i7.gen
		GUC2_k25_TRINITY_DN51310_c0_g1_i1.gen
		MS6847_k25_TRINITY_DN5561_c0_g5_i1.gen
		KQB07-23990_k25_TRINITY_DN2275_c0_g1_i10.gen
		ROC22_k31_TRINITY_DN46459_c0_g1_i16.gen
		KQB07-23990_k25_TRINITY_DN5980_c0_g2_i6.gen
		ROC22_k31_TRINITY_DN32056_c0_g1_i3.gen
		GUC10_k31_TRINITY_DN4075_c0_g1_i6.gen
		MT11-610_k31_TRINITY_DN2146_c0_g1_i2.gen
		KQ08-2850_k31_TRINITY_DN13926_c0_g1_i4.gen
		KQB07-24739_k31_TRINITY_DN9235_c0_g1_i2.gen
		ROC22_k31_TRINITY_DN21927_c0_g1_i10.gen
		SP803280_IQUSP_evm.model.uti_cns_0256563.1.gen
		ROC26_k25_TRINITY_DN7066_c0_g1_i2.gen
		GT96-167_k31_TRINITY_DN2505_c0_g1_i1.gen
		ROC22_k31_TRINITY_DN5123_c0_g1_i16.gen
		ROC22_k31_TRINITY_DN4983_c1_g1_i9.gen
		ROC20_k31_TRINITY_DN11684_c0_g1_i12.gen
		QA02-1009_k31_TRINITY_DN12068_c0_g1_i5.gen
		CP74-2005_k31_TRINITY_DN16074_c0_g1_i6.gen
		SP803280_IQUSP_evm.model.uti_cns_0347892.1.gen
		CoV92102_k25_TRINITY_DN11990_c0_g1_i6.gen
		RB72454_k25_TRINITY_DN11267_c0_g1_i9.gen
		Q200_k31_TRINITY_DN9360_c0_g2_i1.gen
		GN18_k31_TRINITY_DN6521_c0_g1_i1.gen
		KQ08-2850_k31_TRINITY_DN13424_c0_g1_i10.gen
		MS6847_k25_TRINITY_DN16822_c0_g1_i8.gen
		SP803280_IQUSP_evm.model.uti_cns_0012604.11.gen
		GN18_k31_TRINITY_DN18937_c0_g1_i9.gen
		ROC26_k25_TRINITY_DN19488_c0_g1_i10.gen
		Co8021_k31_TRINITY_DN5611_c0_g1_i25.gen
		F1-Bulk-2_k31_TRINITY_DN4251_c0_g1_i4.gen
		QBYN04-26041_k25_TRINITY_DN4094_c0_g2_i1.gen
		MT11-610_k25_TRINITY_DN16484_c0_g2_i3.gen
		CoV92102_k31_TRINITY_DN4505_c0_g1_i18.gen
		KQB07-23990_k31_TRINITY_DN6207_c0_g1_i9.gen
		KQB07-23990_k31_TRINITY_DN6890_c0_g1_i1.gen
		KQB07-23990_k31_TRINITY_DN6439_c0_g1_i2.gen
		GN18_k31_TRINITY_DN60761_c0_g1_i1.gen
		CoV92102_k25_TRINITY_DN78753_c0_g1_i2.gen
		Co06022_k25_TRINITY_DN11411_c0_g3_i5.gen
		GXU-34176_k25_TRINITY_DN18099_c2_g1_i1.gen
		QA96-1749_k31_TRINITY_DN4146_c0_g1_i1.gen
		GXU-34176_k31_TRINITY_DN4244_c0_g1_i1.gen
		KQB08-32953_k31_TRINITY_DN2466_c0_g2_i7.gen
		GT96-167_k25_TRINITY_DN8968_c2_g1_i4.gen
		QS99-2014_k25_TRINITY_DN5519_c1_g1_i1.gen
		LCP85-384_k31_TRINITY_DN1492_c0_g1_i6.gen
		GXU-34140_k25_TRINITY_DN9952_c0_g1_i1.gen
		GN18_k25_TRINITY_DN19706_c1_g1_i1.gen
		MT11-610_k25_TRINITY_DN96334_c1_g1_i3.gen
		ROC26_k31_TRINITY_DN6238_c0_g2_i5.gen
		MS6847_k25_TRINITY_DN13543_c0_g1_i6.gen
		KQB07-23990_k25_TRINITY_DN2102_c0_g2_i1.gen
		F1-Bulk-1_k31_TRINITY_DN18950_c0_g1_i4.gen
		CP74-2005_k31_TRINITY_DN35215_c0_g3_i1.gen
		MT11-610_k25_TRINITY_DN9339_c2_g2_i4.gen
		KQB08-32953_k25_TRINITY_DN25643_c0_g1_i3.gen
		MT11-610_k25_TRINITY_DN33120_c0_g1_i8.gen
		Q200_k25_TRINITY_DN10005_c0_g1_i3.gen
		KQB07-23990_k25_TRINITY_DN10096_c0_g1_i4.gen
		CC011940_Sobic.007G185700.3.mrna1.gen
		CoV92102_k31_TRINITY_DN21014_c0_g1_i3.gen
		ROC22_k25_TRINITY_DN41256_c1_g1_i6.gen
		QS99-2014_k31_TRINITY_DN2246_c0_g1_i8.gen
		RB72454_k25_TRINITY_DN2937_c0_g1_i16.gen
		QN05-1509_k25_TRINITY_DN495_c0_g1_i6.gen
		ROC20_k31_TRINITY_DN17107_c0_g2_i2.gen
		KQB07-24619_k25_TRINITY_DN881_c1_g1_i12.gen
		KQB07-23863_k31_TRINITY_DN2388_c0_g1_i1.gen
		MS6847_k31_TRINITY_DN12068_c0_g1_i12.gen
		CoV92102_k31_TRINITY_DN6691_c0_g1_i3.gen
		GXU-34140_k25_TRINITY_DN45692_c0_g2_i1.gen
		CP74-2005_k25_TRINITY_DN25975_c0_g2_i3.gen
		QN05-1743_k31_TRINITY_DN4453_c0_g2_i2.gen
		RB72454_k25_TRINITY_DN6443_c0_g1_i10.gen
		QA96-1749_k31_TRINITY_DN5476_c0_g1_i12.gen
		KQB07-23863_k25_TRINITY_DN36693_c0_g1_i1.gen
		QN05-803_k31_TRINITY_DN4649_c0_g1_i8.gen
		ROC20_k25_TRINITY_DN17478_c0_g2_i7.gen
		CP74-2005_k31_TRINITY_DN151656_c0_g1_i7.gen
		F1-Bulk-2_k25_TRINITY_DN860_c1_g3_i2.gen
		ROC26_k25_TRINITY_DN2330_c0_g2_i1.gen
		F1-Bulk-2_k31_TRINITY_DN16125_c0_g1_i2.gen
		QC02-402_k25_TRINITY_DN11758_c0_g2_i11.gen
		T1_k25_TRINITY_DN684_c0_g1_i6.gen
		F1-Bulk-2_k25_TRINITY_DN6488_c1_g1_i1.gen
		QA02-1009_k25_TRINITY_DN2733_c0_g1_i42.gen
		CC011940_Sobic.010G051400.1.mrna1.gen
		GUC10_k31_TRINITY_DN8447_c0_g1_i2.gen
		CP74-2005_k31_TRINITY_DN6116_c0_g1_i4.gen
		KQB08-32953_k25_TRINITY_DN42224_c0_g2_i1.gen
		GUC10_k25_TRINITY_DN12146_c2_g1_i1.gen
		QA02-1009_k31_TRINITY_DN4819_c0_g1_i6.gen
		GT96-167_k25_TRINITY_DN7490_c0_g1_i3.gen
		R570_ASM_Sh04_p002850.gen
		ROC22_k25_TRINITY_DN11564_c0_g1_i10.gen
		ROC22_k25_TRINITY_DN12241_c2_g1_i1.gen
		KQB07-23990_k31_TRINITY_DN12373_c0_g1_i6.gen
		GUC2_k25_TRINITY_DN61292_c0_g1_i1.gen
		GT96-167_k25_TRINITY_DN692_c0_g1_i5.gen
		CP74-2005_k25_TRINITY_DN1356_c0_g2_i5.gen
		KQB09-20620_k31_TRINITY_DN4088_c0_g1_i16.gen
		GXU-34140_k31_TRINITY_DN31432_c0_g1_i1.gen
		ROC20_k25_TRINITY_DN48314_c0_g2_i3.gen
		MS6847_k31_TRINITY_DN1463_c0_g1_i6.gen
		Q241_k31_TRINITY_DN1690_c0_g1_i1.gen
		CC011940_cc_00019857-RA.gen
		QN05-1460_k25_TRINITY_DN785_c0_g2_i14.gen
		QS99-2014_k31_TRINITY_DN944_c0_g1_i3.gen
		KQ08-2850_k25_TRINITY_DN2527_c0_g1_i19.gen
		GXU-34176_k25_TRINITY_DN18804_c1_g1_i4.gen
		F1-Bulk-2_k31_TRINITY_DN22031_c0_g1_i6.gen
		GUC2_k31_TRINITY_DN17479_c0_g2_i1.gen
		F1-Bulk-2_k31_TRINITY_DN13649_c0_g1_i2.gen
		MT11-610_k31_TRINITY_DN14859_c0_g1_i2.gen
		GXU-34176_k31_TRINITY_DN79249_c0_g1_i1.gen
		ROC22_k31_TRINITY_DN11017_c0_g1_i1.gen
		MS6847_k31_TRINITY_DN12802_c0_g1_i16.gen
		LCP85-384_k31_TRINITY_DN3722_c0_g1_i6.gen
		QA96-1749_k31_TRINITY_DN945_c0_g1_i1.gen
		CP74-2005_k25_TRINITY_DN3360_c0_g3_i2.gen
		GXU-34176_k25_TRINITY_DN11482_c0_g2_i6.gen
		MT11-610_k31_TRINITY_DN562_c0_g1_i9.gen
		ROC22_k25_TRINITY_DN10046_c0_g1_i5.gen
		QN05-1460_k31_TRINITY_DN43046_c0_g1_i3.gen
		CP74-2005_k25_TRINITY_DN6525_c0_g2_i4.gen
		QBYN04-26041_k25_TRINITY_DN1243_c0_g1_i1.gen
		RB855156_k31_TRINITY_DN510_c0_g1_i4.gen
		QS99-2014_k25_TRINITY_DN2906_c0_g1_i6.gen
		KQB07-23863_k25_TRINITY_DN13278_c0_g1_i3.gen
		GXU-34176_k25_TRINITY_DN12552_c1_g1_i4.gen
		ROC20_k31_TRINITY_DN100105_c0_g2_i3.gen
		T1_k31_TRINITY_DN291_c0_g1_i5.gen
		QS99-2014_k25_TRINITY_DN5039_c0_g1_i14.gen
		ROC20_k25_TRINITY_DN1100_c0_g1_i4.gen
		ROC26_k31_TRINITY_DN6548_c0_g2_i3.gen
		MT11-610_k31_TRINITY_DN27333_c0_g2_i3.gen
		LCP85-384_k25_TRINITY_DN165386_c0_g1_i1.gen
		QN05-803_k25_TRINITY_DN3719_c0_g1_i2.gen
		GUC2_k25_TRINITY_DN23001_c0_g1_i1.gen
		KQB08-32953_k31_TRINITY_DN785_c0_g1_i11.gen
		LCP85-384_k31_TRINITY_DN9972_c0_g2_i3.gen
		CC011940_cc_00027772-RA.gen
		ROC20_k31_TRINITY_DN3617_c0_g2_i2.gen
		KQB09-20620_k25_TRINITY_DN15371_c0_g2_i4.gen
		RB855156_k25_TRINITY_DN8572_c0_g1_i5.gen
		LCP85-384_k31_TRINITY_DN25070_c1_g1_i4.gen
		SP803280_CTBE_evm.model.SCSP803280_000091307.1.gen
		SP80-3280_unmappedk25_TRINITY_DN8805_c0_g1_i5.gen
		GN18_k25_TRINITY_DN137670_c0_g1_i1.gen
		KQ08-2850_k25_TRINITY_DN1872_c0_g1_i3.gen
		QN05-1509_k25_TRINITY_DN9743_c0_g1_i4.gen
		KQB09-20620_k25_TRINITY_DN6293_c0_g2_i10.gen
		KQB07-24619_k31_TRINITY_DN15986_c0_g1_i1.gen
		SP80-3280_unmappedk25_TRINITY_DN4350_c0_g2_i3.gen
		QN05-1743_k31_TRINITY_DN925_c0_g1_i5.gen
		T1_k31_TRINITY_DN8828_c0_g1_i5.gen
		QBYN04-26041_k31_TRINITY_DN29144_c0_g1_i7.gen
