Names	total	elements
		KQ08-2850_k25_TRINITY_DN304_c0_g1_i6.gen
		Q241_k25_TRINITY_DN9564_c0_g1_i11.gen
		MT11-610_k31_TRINITY_DN50164_c0_g1_i23.gen
		GN18_k25_TRINITY_DN22780_c0_g1_i1.gen
		Q200_k25_TRINITY_DN3057_c0_g2_i1.gen
		MS6847_k25_TRINITY_DN6176_c0_g1_i2.gen
		GN18_k25_TRINITY_DN5415_c0_g2_i1.gen
		QN05-1743_k25_TRINITY_DN675_c0_g1_i3.gen
		CoV92102_k31_TRINITY_DN6014_c0_g1_i9.gen
		LCP85-384_k31_TRINITY_DN12375_c0_g2_i11.gen
		QC02-402_k31_TRINITY_DN32614_c0_g1_i5.gen
		Q241_k25_TRINITY_DN12869_c0_g1_i7.gen
		QN05-1509_k25_TRINITY_DN2970_c0_g1_i1.gen
		FN95-1702_k31_TRINITY_DN2984_c0_g1_i3.gen
		CoV92102_k31_TRINITY_DN24089_c0_g1_i16.gen
		GXU-34140_k25_TRINITY_DN6309_c0_g1_i4.gen
		KQB07-23863_k31_TRINITY_DN16644_c0_g2_i5.gen
		QN05-1743_k25_TRINITY_DN2706_c0_g1_i3.gen
		FN95-1702_k31_TRINITY_DN2938_c0_g1_i1.gen
		QBYN04-26041_k25_TRINITY_DN2142_c0_g1_i21.gen
		LCP85-384_k25_TRINITY_DN22630_c0_g1_i19.gen
		MS6847_k25_TRINITY_DN6057_c0_g1_i4.gen
		MT11-610_k31_TRINITY_DN9813_c0_g2_i5.gen
		KQ08-2850_k31_TRINITY_DN1215_c0_g1_i13.gen
		Co06022_k31_TRINITY_DN11721_c0_g1_i3.gen
		KQB08-32953_k31_TRINITY_DN1338_c0_g1_i3.gen
		CP74-2005_k31_TRINITY_DN51032_c0_g2_i4.gen
		TUC717_k31_TRINITY_DN5280_c0_g1_i4.gen
		KQ08-2850_k31_TRINITY_DN1349_c0_g1_i7.gen
		GXU-34140_k25_TRINITY_DN23025_c0_g2_i2.gen
		GUC10_k25_TRINITY_DN27618_c0_g1_i1.gen
		LCP85-384_k25_TRINITY_DN11191_c0_g1_i6.gen
		B2_k25_TRINITY_DN6472_c0_g1_i1.gen
		ROC20_k31_TRINITY_DN14547_c0_g1_i14.gen
		CoV92102_k25_TRINITY_DN135383_c0_g1_i1.gen
		F1-Bulk-2_k31_TRINITY_DN12253_c0_g2_i1.gen
		ROC20_k31_TRINITY_DN27912_c0_g1_i2.gen
		B2_k31_TRINITY_DN16143_c0_g1_i2.gen
		CC011940_cc_00038080-RA.gen
		F1-Bulk-1_k25_TRINITY_DN6722_c0_g1_i3.gen
		GXU-34176_k31_TRINITY_DN5835_c0_g1_i5.gen
		ROC22_k25_TRINITY_DN6222_c0_g1_i11.gen
		QA96-1749_k25_TRINITY_DN2943_c0_g1_i4.gen
		KQB07-23863_k25_TRINITY_DN3304_c0_g1_i13.gen
		QN05-1509_k31_TRINITY_DN974_c0_g1_i2.gen
		CoV92102_k25_TRINITY_DN33273_c0_g1_i4.gen
		KQB07-23990_k31_TRINITY_DN371_c0_g1_i10.gen
		B2_k31_TRINITY_DN11092_c0_g1_i1.gen
		KQ08-2850_k25_TRINITY_DN10269_c0_g2_i7.gen
		KQB07-24619_k25_TRINITY_DN3609_c0_g1_i4.gen
		T1_k25_TRINITY_DN868_c0_g1_i3.gen
		QN05-1509_k31_TRINITY_DN4289_c0_g1_i6.gen
		QN05-1509_k31_TRINITY_DN1400_c0_g1_i5.gen
		KQB07-23990_k25_TRINITY_DN27441_c0_g1_i1.gen
		ROC20_k31_TRINITY_DN5444_c0_g1_i5.gen
		MS6847_k31_TRINITY_DN7558_c0_g1_i15.gen
		T1_k25_TRINITY_DN7676_c0_g1_i2.gen
		B2_k31_TRINITY_DN5637_c0_g2_i4.gen
		CC011940_cc_00015243-RA.gen
		SP803280_CTBE_evm.model.SCSP803280_000015118.1.gen
		MT11-610_k25_TRINITY_DN12151_c0_g2_i4.gen
		Co06022_k25_TRINITY_DN14864_c1_g1_i1.gen
		GXU-34176_k31_TRINITY_DN9808_c0_g1_i3.gen
		MS6847_k25_TRINITY_DN3594_c0_g1_i29.gen
		F1-Bulk-2_k31_TRINITY_DN6441_c0_g2_i4.gen
		KQB07-23863_k31_TRINITY_DN18094_c0_g1_i2.gen
		LCP85-384_k31_TRINITY_DN7192_c1_g1_i20.gen
		MT11-610_k31_TRINITY_DN10545_c0_g2_i1.gen
		B1_k31_TRINITY_DN3898_c0_g1_i5.gen
		F1-Bulk-1_k25_TRINITY_DN8853_c0_g2_i4.gen
		F1-Bulk-1_k31_TRINITY_DN7468_c0_g2_i3.gen
		MT11-610_k31_TRINITY_DN12920_c0_g1_i7.gen
		F1-Bulk-1_k31_TRINITY_DN150630_c0_g1_i1.gen
		SP803280_IQUSP_evm.model.uti_cns_0002242.1.gen
		CC011940_cc_00006801-RA.gen
		ROC22_k31_TRINITY_DN36986_c0_g1_i6.gen
		MT11-610_k25_TRINITY_DN9029_c0_g1_i7.gen
		KQB07-24619_k31_TRINITY_DN165_c0_g1_i3.gen
		ROC26_k25_TRINITY_DN6667_c0_g2_i4.gen
		GUC2_k25_TRINITY_DN1837_c1_g1_i5.gen
		Q200_k31_TRINITY_DN4749_c0_g1_i5.gen
		MT11-610_k25_TRINITY_DN7597_c0_g1_i4.gen
		Co8021_k31_TRINITY_DN17821_c0_g1_i4.gen
		LCP85-384_k31_TRINITY_DN4178_c0_g1_i12.gen
		SP803280_CTBE_evm.model.SCSP803280_000024514.1.gen
		QN05-1743_k25_TRINITY_DN2984_c0_g1_i1.gen
		R570_BAC_Sh_218J20_p000080.gen
		F1-Bulk-2_k31_TRINITY_DN8082_c0_g1_i4.gen
		ROC22_k25_TRINITY_DN11043_c1_g1_i3.gen
		RB72454_k31_TRINITY_DN3936_c0_g1_i3.gen
		CoV92102_k31_TRINITY_DN11863_c0_g2_i4.gen
		GT96-167_k31_TRINITY_DN6615_c0_g2_i3.gen
		ROC26_k25_TRINITY_DN14134_c0_g1_i1.gen
		KQB09-20620_k25_TRINITY_DN13705_c0_g2_i5.gen
		R570_BAC_Sh_239H23_contig-1_p000040.gen
		MS6847_k31_TRINITY_DN17369_c0_g1_i4.gen
		B2_k25_TRINITY_DN10658_c0_g2_i1.gen
		ROC22_k31_TRINITY_DN698_c0_g1_i7.gen
		KQB09-20620_k25_TRINITY_DN18986_c0_g1_i4.gen
		CC011940_Sobic.003G168100.1.mrna1.gen
		CP74-2005_k25_TRINITY_DN7690_c0_g1_i2.gen
		GN18_k25_TRINITY_DN13542_c0_g2_i1.gen
		SP803280_IQUSP_evm.model.uti_cns_0153216.1.gen
		QA02-1009_k25_TRINITY_DN5530_c0_g1_i5.gen
		KQB08-32953_k25_TRINITY_DN29101_c0_g1_i6.gen
		SP803280_IQUSP_evm.model.uti_cns_0241034.1.gen
		QA96-1749_k31_TRINITY_DN2021_c0_g2_i7.gen
		LCP85-384_k31_TRINITY_DN7335_c1_g1_i2.gen
		QA02-1009_k31_TRINITY_DN846_c0_g2_i1.gen
		ROC20_k31_TRINITY_DN12216_c3_g1_i2.gen
		ROC22_k31_TRINITY_DN6253_c0_g1_i2.gen
		F1-Bulk-1_k31_TRINITY_DN8473_c0_g1_i7.gen
		GXU-34176_k31_TRINITY_DN50280_c0_g1_i1.gen
		ROC20_k31_TRINITY_DN10578_c0_g1_i3.gen
		MT11-610_k25_TRINITY_DN383_c0_g1_i1.gen
		GT96-167_k31_TRINITY_DN14401_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN1487_c0_g1_i5.gen
		QA02-1009_k31_TRINITY_DN3006_c0_g1_i2.gen
		GXU-34176_k31_TRINITY_DN8251_c0_g1_i1.gen
		KQB09-23137_k31_TRINITY_DN4858_c0_g1_i3.gen
		SP80-3280_unmappedk25_TRINITY_DN1854_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN3737_c0_g1_i2.gen
		ROC22_k31_TRINITY_DN11443_c0_g1_i4.gen
		LCP85-384_k31_TRINITY_DN56762_c1_g1_i1.gen
		T2_k25_TRINITY_DN5753_c0_g1_i1.gen
		F1-Bulk-1_k31_TRINITY_DN30413_c0_g1_i5.gen
		RB72454_k31_TRINITY_DN27916_c0_g1_i2.gen
		ROC20_k31_TRINITY_DN2593_c0_g2_i1.gen
		CoV92102_k25_TRINITY_DN16921_c0_g2_i1.gen
		GXU-34140_k31_TRINITY_DN5597_c0_g1_i10.gen
		QN05-1509_k31_TRINITY_DN4132_c0_g1_i5.gen
		GN18_k25_TRINITY_DN15470_c0_g1_i4.gen
		MT11-610_k31_TRINITY_DN12101_c0_g1_i28.gen
		B2_k25_TRINITY_DN18816_c0_g1_i1.gen
		GT96-167_k25_TRINITY_DN7445_c0_g1_i6.gen
		MT11-610_k31_TRINITY_DN20765_c0_g1_i2.gen
		ROC20_k31_TRINITY_DN8673_c0_g1_i5.gen
		QS99-2014_k31_TRINITY_DN22802_c0_g1_i3.gen
		QBYN04-26041_k31_TRINITY_DN7361_c0_g1_i17.gen
		GUC10_k31_TRINITY_DN15087_c0_g1_i1.gen
		KQB07-24739_k25_TRINITY_DN4480_c0_g1_i2.gen
		QN05-1743_k31_TRINITY_DN5958_c0_g1_i3.gen
		SP80-3280_unmappedk25_TRINITY_DN4453_c0_g1_i1.gen
		RB72454_k31_TRINITY_DN19214_c0_g1_i2.gen
		GXU-34176_k25_TRINITY_DN4567_c0_g2_i1.gen
		LCP85-384_k31_TRINITY_DN7895_c0_g1_i11.gen
		GUC10_k25_TRINITY_DN24092_c0_g1_i1.gen
		CoV92102_k25_TRINITY_DN18496_c0_g1_i1.gen
		F1-Bulk-1_k31_TRINITY_DN22093_c0_g1_i2.gen
		R570_ASM_Sh_226L15_p000020.gen
		CC011940_Sobic.002G141900.1.mrna1.gen
		T1_k25_TRINITY_DN4022_c0_g3_i3.gen
		ROC20_k25_TRINITY_DN40826_c0_g2_i2.gen
		GUC10_k31_TRINITY_DN39_c0_g2_i6.gen
		KQB09-20432_k31_TRINITY_DN11468_c0_g1_i3.gen
		F1-Bulk-1_k31_TRINITY_DN3720_c0_g1_i3.gen
		QN05-1460_k31_TRINITY_DN1366_c0_g1_i6.gen
		B1_k25_TRINITY_DN10871_c0_g1_i4.gen
		MT11-610_k25_TRINITY_DN44217_c0_g2_i1.gen
		GT96-167_k31_TRINITY_DN34724_c0_g1_i1.gen
		R570_BAC_Sh_251E21_contig-1_p000080.gen
		F1-Bulk-2_k31_TRINITY_DN18368_c0_g1_i4.gen
		GT96-167_k31_TRINITY_DN4942_c0_g2_i3.gen
		F1-Bulk-2_k25_TRINITY_DN113651_c0_g1_i1.gen
		KQ08-2850_k25_TRINITY_DN2098_c0_g1_i7.gen
		MT11-610_k25_TRINITY_DN14586_c0_g1_i2.gen
		ROC20_k25_TRINITY_DN17781_c0_g1_i14.gen
		KQB07-24739_k25_TRINITY_DN39537_c0_g1_i1.gen
		QC02-402_k25_TRINITY_DN38667_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN11293_c0_g2_i2.gen
		QA02-1009_k31_TRINITY_DN1833_c0_g1_i5.gen
		FN95-1702_k25_TRINITY_DN5662_c0_g1_i4.gen
		MS6847_k31_TRINITY_DN16095_c0_g1_i13.gen
		ROC20_k31_TRINITY_DN1126_c0_g1_i6.gen
		ROC20_k31_TRINITY_DN60296_c0_g1_i3.gen
		T1_k31_TRINITY_DN16780_c0_g1_i6.gen
		Co8021_k31_TRINITY_DN12110_c0_g2_i1.gen
		MT11-610_k25_TRINITY_DN22873_c0_g1_i1.gen
		F1-Bulk-1_k31_TRINITY_DN13798_c0_g1_i7.gen
		QC02-402_k25_TRINITY_DN8845_c0_g1_i1.gen
		ROC26_k25_TRINITY_DN10359_c0_g1_i1.gen
		MT11-610_k25_TRINITY_DN53226_c0_g1_i4.gen
		US851008_k31_TRINITY_DN1041_c0_g1_i2.gen
		MS6847_k31_TRINITY_DN3860_c0_g1_i13.gen
		CC011940_Sobic.007G010700.1.mrna1.gen
		KQB08-32953_k25_TRINITY_DN8882_c0_g1_i2.gen
		B1_k31_TRINITY_DN6750_c0_g1_i2.gen
		ROC20_k31_TRINITY_DN6079_c0_g2_i4.gen
		T2_k31_TRINITY_DN11248_c0_g1_i2.gen
		TUC717_k25_TRINITY_DN27989_c0_g1_i1.gen
		ROC22_k25_TRINITY_DN28641_c0_g2_i6.gen
		QN05-1460_k25_TRINITY_DN22433_c0_g4_i2.gen
		CoV92102_k25_TRINITY_DN6109_c2_g1_i7.gen
		GXU-34140_k25_TRINITY_DN12423_c1_g1_i2.gen
		LCP85-384_k31_TRINITY_DN2451_c0_g1_i12.gen
		KQB09-23137_k25_TRINITY_DN3247_c0_g1_i19.gen
		B2_k25_TRINITY_DN13661_c0_g1_i16.gen
		QN05-1460_k31_TRINITY_DN4970_c0_g1_i9.gen
		KQB07-24619_k31_TRINITY_DN2944_c0_g1_i1.gen
		KQ08-2850_k31_TRINITY_DN2804_c0_g1_i1.gen
		QA96-1749_k31_TRINITY_DN1716_c0_g1_i14.gen
		MT11-610_k31_TRINITY_DN6383_c0_g1_i5.gen
		KQ08-2850_k25_TRINITY_DN16628_c0_g1_i6.gen
		SP803280_IQUSP_evm.model.uti_cns_0185131.1.gen
		QA02-1009_k31_TRINITY_DN7393_c0_g1_i10.gen
		KQB08-32953_k25_TRINITY_DN14323_c0_g1_i2.gen
		ROC22_k31_TRINITY_DN21350_c0_g1_i5.gen
		T2_k25_TRINITY_DN6599_c0_g1_i1.gen
		F1-Bulk-2_k31_TRINITY_DN30912_c0_g1_i2.gen
		GXU-34140_k25_TRINITY_DN23554_c0_g2_i10.gen
		KQB07-24739_k31_TRINITY_DN631_c0_g1_i1.gen
		CP74-2005_k31_TRINITY_DN23599_c0_g1_i6.gen
		MT11-610_k31_TRINITY_DN578_c0_g1_i10.gen
		QN05-1743_k25_TRINITY_DN2464_c0_g1_i9.gen
		KQB09-23137_k31_TRINITY_DN2509_c0_g1_i2.gen
		LCP85-384_k31_TRINITY_DN10697_c0_g1_i3.gen
		CC011940_cc_00026238-RA.gen
		R570_BAC_Sh_004B11_p000060.gen
		GT96-167_k31_TRINITY_DN4810_c0_g1_i11.gen
		ROC20_k25_TRINITY_DN39498_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN99428_c0_g3_i3.gen
		Q241_k25_TRINITY_DN726_c0_g1_i9.gen
		SP803280_IQUSP_evm.model.unitig_63829.1.gen
		GT96-167_k31_TRINITY_DN2819_c0_g4_i1.gen
		FN95-1702_k25_TRINITY_DN3458_c0_g1_i6.gen
		QN05-1743_k25_TRINITY_DN3541_c0_g1_i4.gen
		SP80-3280_unmappedk31_TRINITY_DN101718_c0_g1_i1.gen
		GT96-167_k25_TRINITY_DN4589_c0_g1_i5.gen
		KQB07-23990_k31_TRINITY_DN286_c0_g1_i4.gen
		CC011940_cc_00004642-RA.gen
		QA96-1749_k25_TRINITY_DN1221_c0_g1_i4.gen
		QS99-2014_k25_TRINITY_DN2228_c1_g1_i7.gen
		SP80-3280_Mattielo_SP803280_c105065_g1_i5.gen
		GUC2_k31_TRINITY_DN29716_c0_g1_i2.gen
		ROC20_k25_TRINITY_DN15305_c0_g1_i24.gen
		GXU-34140_k31_TRINITY_DN1058_c0_g1_i8.gen
		CoV92102_k31_TRINITY_DN11355_c0_g1_i6.gen
		KQ08-2850_k25_TRINITY_DN5836_c0_g1_i3.gen
		MT11-610_k25_TRINITY_DN8268_c0_g1_i1.gen
		LCP85-384_k25_TRINITY_DN9966_c0_g2_i3.gen
		KQ08-2850_k31_TRINITY_DN9652_c0_g1_i4.gen
		GN18_k31_TRINITY_DN7280_c0_g1_i15.gen
		Q200_k25_TRINITY_DN4633_c0_g1_i13.gen
		T1_k31_TRINITY_DN14031_c0_g2_i2.gen
		QN05-1460_k25_TRINITY_DN5782_c0_g1_i3.gen
		ROC26_k31_TRINITY_DN5498_c0_g1_i10.gen
		CP74-2005_k25_TRINITY_DN14506_c0_g1_i4.gen
		MS6847_k31_TRINITY_DN14651_c0_g1_i10.gen
		T1_k25_TRINITY_DN34178_c0_g2_i6.gen
		B2_k25_TRINITY_DN16568_c0_g1_i2.gen
		CoV92102_k31_TRINITY_DN17136_c0_g1_i12.gen
		RB72454_k25_TRINITY_DN26633_c0_g1_i1.gen
		GUC2_k31_TRINITY_DN1582_c0_g1_i6.gen
		CC011940_cc_00013285-RA.gen
		MT11-610_k25_TRINITY_DN34173_c0_g1_i4.gen
		QN05-803_k25_TRINITY_DN3316_c0_g1_i6.gen
		CC011940_cc_00001922-RA.gen
		GUC10_k25_TRINITY_DN12681_c0_g1_i1.gen
		GXU-34176_k25_TRINITY_DN6472_c0_g2_i4.gen
		RB72454_k31_TRINITY_DN7181_c1_g1_i6.gen
		CP74-2005_k25_TRINITY_DN5237_c1_g1_i2.gen
		KQ08-2850_k25_TRINITY_DN1736_c0_g1_i10.gen
		ROC26_k25_TRINITY_DN6212_c0_g1_i5.gen
		ROC22_k25_TRINITY_DN27313_c0_g1_i4.gen
		CP74-2005_k31_TRINITY_DN13204_c0_g1_i8.gen
		QS99-2014_k25_TRINITY_DN2411_c0_g2_i16.gen
		MT11-610_k25_TRINITY_DN4578_c0_g2_i3.gen
		T1_k25_TRINITY_DN20743_c0_g1_i6.gen
		KQB07-24619_k25_TRINITY_DN6345_c0_g1_i4.gen
		ROC22_k25_TRINITY_DN40_c3_g1_i1.gen
		CoV92102_k25_TRINITY_DN5238_c1_g1_i1.gen
		F1-Bulk-2_k25_TRINITY_DN7264_c0_g2_i8.gen
		MT11-610_k31_TRINITY_DN18038_c0_g1_i22.gen
		CP74-2005_k25_TRINITY_DN8690_c0_g4_i1.gen
		CP74-2005_k25_TRINITY_DN12683_c0_g1_i3.gen
		QA02-1009_k31_TRINITY_DN11891_c0_g1_i4.gen
		QC02-402_k25_TRINITY_DN887_c0_g1_i2.gen
		GN18_k31_TRINITY_DN17545_c0_g1_i2.gen
		QA02-1009_k25_TRINITY_DN4004_c0_g1_i7.gen
		ROC20_k31_TRINITY_DN47018_c0_g1_i3.gen
		QS99-2014_k31_TRINITY_DN3121_c0_g1_i20.gen
		GT96-167_k25_TRINITY_DN22910_c0_g2_i1.gen
		TUC717_k31_TRINITY_DN9300_c0_g1_i8.gen
		CoV92102_k25_TRINITY_DN8583_c0_g1_i6.gen
		KQB07-24739_k25_TRINITY_DN4925_c0_g1_i4.gen
		TUC717_k25_TRINITY_DN6856_c0_g1_i4.gen
		CP74-2005_k25_TRINITY_DN15493_c0_g1_i2.gen
		MT11-610_k31_TRINITY_DN3462_c1_g2_i13.gen
		QN05-1460_k31_TRINITY_DN2567_c0_g1_i2.gen
		SP803280_IQUSP_evm.model.uti_cns_0195886.1.gen
		FN95-1702_k25_TRINITY_DN6412_c0_g1_i7.gen
		QN05-1460_k25_TRINITY_DN16628_c0_g1_i5.gen
		KQ08-2850_k25_TRINITY_DN771_c0_g1_i10.gen
		SP803280_IQUSP_evm.model.uti_cns_0122513.1.gen
		GUC2_k25_TRINITY_DN16284_c0_g1_i1.gen
		ROC22_k31_TRINITY_DN14049_c0_g1_i14.gen
		SP80-3280_Mattielo_SP803280_c64396_g1_i1.gen
		Co8021_k31_TRINITY_DN26466_c0_g1_i5.gen
		F1-Bulk-1_k25_TRINITY_DN10503_c0_g1_i11.gen
		KQ08-2850_k25_TRINITY_DN5173_c0_g1_i13.gen
		QA02-1009_k31_TRINITY_DN2479_c0_g1_i8.gen
		Q200_k31_TRINITY_DN2265_c0_g1_i10.gen
		QN05-1509_k25_TRINITY_DN6896_c0_g1_i5.gen
		F1-Bulk-1_k25_TRINITY_DN44918_c0_g1_i1.gen
		KQB09-20620_k25_TRINITY_DN6532_c0_g1_i3.gen
		QA96-1749_k31_TRINITY_DN17782_c0_g2_i3.gen
		ROC20_k31_TRINITY_DN35621_c0_g1_i4.gen
		MT11-610_k31_TRINITY_DN157435_c0_g2_i2.gen
		QA02-1009_k31_TRINITY_DN11604_c0_g1_i16.gen
		QN05-1460_k25_TRINITY_DN30273_c0_g1_i1.gen
		LCP85-384_k25_TRINITY_DN128606_c2_g1_i10.gen
		CC011940_Sobic.001G103300.1.mrna1.gen
		R570_ASM_Sh06_p010130.gen
		SP803280_IQUSP_evm.model.uti_cns_0044065.6.gen
		GUC10_k25_TRINITY_DN23600_c0_g1_i1.gen
		GN18_k25_TRINITY_DN1589_c0_g1_i4.gen
		F1-Bulk-2_k25_TRINITY_DN1780_c0_g1_i1.gen
		CP74-2005_k31_TRINITY_DN15138_c0_g1_i1.gen
		QA02-1009_k31_TRINITY_DN2015_c0_g1_i8.gen
		GUC10_k25_TRINITY_DN42985_c0_g1_i1.gen
		CoV92102_k31_TRINITY_DN20199_c0_g1_i2.gen
		SP803280_CTBE_evm.model.SCSP803280_000064164.2.gen
		SP803280_IQUSP_evm.model.uti_cns_0191499.2.gen
		Co06022_k25_TRINITY_DN52786_c1_g1_i2.gen
		CP74-2005_k25_TRINITY_DN20326_c0_g1_i1.gen
		CC011940_Sobic.006G275500.1.mrna1.gen
		ROC22_k31_TRINITY_DN10968_c0_g1_i2.gen
		KQB08-32953_k25_TRINITY_DN2733_c0_g1_i2.gen
		CC011940_cc_00026351-RA.gen
		LCP85-384_k31_TRINITY_DN924_c0_g1_i3.gen
		ROC20_k31_TRINITY_DN2040_c0_g1_i3.gen
		MT11-610_k31_TRINITY_DN6420_c0_g1_i12.gen
		QA02-1009_k25_TRINITY_DN2169_c0_g1_i10.gen
		ROC22_k25_TRINITY_DN183425_c0_g1_i1.gen
		MT11-610_k31_TRINITY_DN24032_c0_g1_i2.gen
		R570_ASM_Sh02_p015520.gen
		ROC22_k31_TRINITY_DN10253_c1_g1_i4.gen
		Co06022_k25_TRINITY_DN395_c0_g3_i1.gen
		CP74-2005_k31_TRINITY_DN53610_c1_g1_i1.gen
		CC011940_cc_00029989-RA.gen
		QN05-803_k31_TRINITY_DN4676_c0_g1_i18.gen
		SP803280_IQUSP_evm.model.uti_cns_0075209.2.gen
		GT96-167_k31_TRINITY_DN6992_c0_g1_i4.gen
		T2_k31_TRINITY_DN7782_c2_g1_i1.gen
		LCP85-384_k25_TRINITY_DN8023_c0_g1_i3.gen
		MT11-610_k25_TRINITY_DN13681_c0_g1_i4.gen
		MS6847_k25_TRINITY_DN16678_c0_g1_i3.gen
		MS6847_k31_TRINITY_DN20084_c0_g1_i16.gen
		CoV92102_k25_TRINITY_DN13522_c0_g1_i11.gen
		R570_BAC_Sh_020L05_contig-1_p000010.gen
		CoV92102_k25_TRINITY_DN9357_c0_g1_i9.gen
		LCP85-384_k25_TRINITY_DN8022_c0_g2_i11.gen
		ROC22_k25_TRINITY_DN22236_c0_g2_i3.gen
		ROC22_k31_TRINITY_DN19674_c0_g1_i3.gen
		QBYN04-26041_k31_TRINITY_DN502_c0_g1_i12.gen
		KQB07-23863_k31_TRINITY_DN7618_c0_g1_i1.gen
		B2_k25_TRINITY_DN24602_c0_g2_i5.gen
		ROC22_k31_TRINITY_DN1814_c0_g2_i5.gen
		ROC22_k25_TRINITY_DN14368_c0_g2_i2.gen
		QA96-1749_k25_TRINITY_DN4949_c0_g1_i5.gen
		SP80-3280_Mattielo_SP803280_c74224_g1_i2.gen
		F1-Bulk-2_k25_TRINITY_DN7617_c0_g1_i1.gen
		QBYN04-26041_k25_TRINITY_DN69342_c0_g1_i1.gen
		GUC10_k25_TRINITY_DN4724_c1_g2_i1.gen
		MS6847_k31_TRINITY_DN6930_c0_g1_i5.gen
		ROC22_k31_TRINITY_DN3029_c0_g1_i9.gen
		LCP85-384_k25_TRINITY_DN51387_c0_g1_i4.gen
		MS6847_k25_TRINITY_DN13600_c0_g1_i2.gen
		ROC22_k31_TRINITY_DN48877_c0_g2_i4.gen
		SP803280_CTBE_evm.model.SCSP803280_000062168.4.gen
		B2_k25_TRINITY_DN426_c1_g1_i1.gen
		T1_k31_TRINITY_DN848_c0_g1_i12.gen
		CP74-2005_k31_TRINITY_DN4653_c0_g1_i12.gen
		LCP85-384_k31_TRINITY_DN24095_c0_g1_i6.gen
		MT11-610_k25_TRINITY_DN23369_c0_g1_i1.gen
		QC02-402_k25_TRINITY_DN6485_c1_g1_i1.gen
		TUC717_k31_TRINITY_DN15017_c1_g1_i2.gen
		QN05-1509_k25_TRINITY_DN12224_c0_g1_i12.gen
		QS99-2014_k25_TRINITY_DN3190_c0_g1_i9.gen
		B2_k25_TRINITY_DN2644_c1_g2_i7.gen
		KQ08-2850_k31_TRINITY_DN4346_c0_g1_i9.gen
		FN95-1702_k25_TRINITY_DN11441_c0_g3_i2.gen
		ROC22_k25_TRINITY_DN21080_c0_g1_i3.gen
		ROC26_k25_TRINITY_DN3871_c0_g1_i3.gen
		QN05-1509_k25_TRINITY_DN1655_c0_g1_i5.gen
		KQB07-23863_k31_TRINITY_DN2879_c0_g1_i17.gen
		QA96-1749_k25_TRINITY_DN19995_c0_g1_i17.gen
		CP74-2005_k31_TRINITY_DN6539_c0_g1_i6.gen
		LCP85-384_k25_TRINITY_DN192287_c0_g1_i1.gen
		QN05-1743_k25_TRINITY_DN2147_c0_g1_i4.gen
		ROC22_k25_TRINITY_DN10782_c0_g1_i8.gen
		ROC22_k31_TRINITY_DN2250_c0_g2_i2.gen
		MT11-610_k31_TRINITY_DN51001_c0_g1_i8.gen
		RB855156_k25_TRINITY_DN11573_c2_g1_i1.gen
		QC02-402_k25_TRINITY_DN1723_c0_g1_i2.gen
		QN05-1743_k31_TRINITY_DN823_c0_g2_i2.gen
		B2_k31_TRINITY_DN35556_c0_g1_i14.gen
		GN18_k25_TRINITY_DN188952_c0_g1_i1.gen
		CP74-2005_k31_TRINITY_DN4620_c0_g2_i1.gen
		KQB07-24619_k25_TRINITY_DN4852_c0_g1_i15.gen
		B2_k25_TRINITY_DN4204_c0_g1_i2.gen
		LCP85-384_k25_TRINITY_DN8310_c0_g1_i19.gen
		KQB09-20620_k31_TRINITY_DN1086_c0_g1_i8.gen
		CoV92102_k25_TRINITY_DN8176_c0_g1_i10.gen
		ROC20_k31_TRINITY_DN4178_c0_g1_i1.gen
		LCP85-384_k31_TRINITY_DN14153_c0_g1_i2.gen
		F1-Bulk-1_k25_TRINITY_DN5104_c0_g1_i11.gen
		QN05-1460_k31_TRINITY_DN677_c0_g1_i14.gen
		B2_k25_TRINITY_DN20017_c0_g1_i6.gen
		QA02-1009_k31_TRINITY_DN2435_c0_g2_i10.gen
		F1-Bulk-2_k25_TRINITY_DN11181_c0_g1_i3.gen
		KQB08-32953_k25_TRINITY_DN30180_c0_g1_i1.gen
		GN18_k31_TRINITY_DN2237_c0_g1_i6.gen
		QA02-1009_k31_TRINITY_DN2228_c0_g1_i3.gen
		CC011940_Sobic.003G209200.1.mrna2.gen
		MT11-610_k25_TRINITY_DN1441_c0_g1_i3.gen
		MT11-610_k25_TRINITY_DN140078_c0_g1_i4.gen
		KQ08-2850_k25_TRINITY_DN334_c1_g1_i35.gen
		MS6847_k31_TRINITY_DN10720_c0_g1_i1.gen
		CC011940_cc_00053817-RA.gen
		SP803280_IQUSP_evm.model.uti_cns_0258730.1.gen
		LCP85-384_k31_TRINITY_DN11121_c0_g1_i3.gen
		LCP85-384_k31_TRINITY_DN16656_c0_g1_i4.gen
		Q241_k25_TRINITY_DN3797_c0_g1_i12.gen
		KQB08-32953_k25_TRINITY_DN45149_c0_g1_i1.gen
		CP74-2005_k25_TRINITY_DN90717_c0_g1_i1.gen
		B2_k31_TRINITY_DN9899_c0_g1_i5.gen
		GXU-34140_k31_TRINITY_DN101318_c0_g1_i1.gen
		KQB09-20432_k25_TRINITY_DN9913_c0_g1_i2.gen
		QC02-402_k31_TRINITY_DN3457_c0_g1_i1.gen
