GXU-34140_k25_TRINITY_DN2094_c0_g2_i7,Sobic.006G235500.1,NA,Zm00001d002128_T002
T1_k25_TRINITY_DN8544_c0_g1_i1,Sobic.006G255900.1,NA,Zm00001d001939_T001
ROC22_k25_TRINITY_DN22101_c0_g2_i2,Sobic.003G427300.1,NA,Zm00001d042088_T001
F1-Bulk-1_k25_TRINITY_DN14533_c0_g1_i5,Sobic.004G177400.1,NA,Zm00001d050747_T009
QN05-1743_k25_TRINITY_DN20487_c0_g2_i5,Sobic.001G208200.3,NA,Zm00001d032608_T001
KQ08-2850_k31_TRINITY_DN3273_c0_g1_i3,Sobic.001G227400.1,NA,Zm00001d014085_T001
KQ08-2850_k31_TRINITY_DN34900_c0_g1_i4,Sobic.001G410000.1,NA,Zm00001d047755_T008
KQB07-23990_k31_TRINITY_DN5420_c0_g1_i9,Sobic.003G050700.1,NA,Zm00001d039673_T013
Q241_k25_TRINITY_DN3487_c0_g1_i7,Sobic.001G483200.10,NA,Zm00001d048272_T025
ROC22_k31_TRINITY_DN15759_c0_g1_i2,Sobic.006G131900.1,NA,Zm00001d003193_T003
F1-Bulk-2_k31_TRINITY_DN8002_c0_g1_i3,Sobic.001G293700.3,NA,Zm00001d047074_T020
GXU-34176_k31_TRINITY_DN2480_c0_g1_i7,Sobic.005G003800.1,NA,NA
MT11-610_k31_TRINITY_DN11542_c0_g2_i15,Sobic.003G196400.1,NA,Zm00001d044285_T012
ROC22_k31_TRINITY_DN23932_c0_g2_i2,Sobic.007G190333.1,NA,Zm00001d031655_T003
F1-Bulk-2_k25_TRINITY_DN19820_c0_g1_i4,Sobic.001G384600.1,NA,Zm00001d029011_T001
QS99-2014_k31_TRINITY_DN12234_c0_g1_i12,Sobic.002G231500.1,NA,Zm00001d037813_T001
QS99-2014_k25_TRINITY_DN44325_c0_g1_i2,Sobic.004G028000.1,NA,Zm00001d053976_T001
QN05-803_k25_TRINITY_DN3126_c0_g1_i11,Sobic.006G265200.1,NA,Zm00001d001848_T003
KQB09-20432_k25_TRINITY_DN2741_c0_g1_i14,Sobic.002G198200.1,NA,Zm00001d005736_T004
Q200_k25_TRINITY_DN1990_c0_g1_i3,Sobic.003G084000.6,NA,Zm00001d039973_T005
TUC717_k25_TRINITY_DN11216_c0_g1_i4,Sobic.001G132200.1,NA,Zm00001d033553_T076
ROC20_k31_TRINITY_DN12124_c0_g1_i2,Sobic.006G252100.1,NA,Zm00001d026516_T002
QA02-1009_k25_TRINITY_DN17950_c0_g1_i13,Sobic.008G156600.1,NA,Zm00001d041414_T001
MT11-610_k25_TRINITY_DN2249_c0_g2_i2,Sobic.002G281700.1,NA,Zm00001d022600_T001
CP74-2005_k31_TRINITY_DN5599_c0_g1_i1,Sobic.001G136900.1,NA,Zm00001d013546_T006
GN18_k25_TRINITY_DN137670_c0_g1_i1,Sobic.003G231000.1,NA,Zm00001d044122_T001
ROC20_k25_TRINITY_DN3438_c0_g2_i2,Sobic.006G252100.1,NA,Zm00001d026516_T002
MT11-610_k31_TRINITY_DN24491_c0_g1_i14,Sobic.001G374000.1,NA,Zm00001d029129_T003
F1-Bulk-2_k31_TRINITY_DN12253_c0_g2_i1,Sobic.005G169900.1,NA,Zm00001d007573_T002
F1-Bulk-1_k25_TRINITY_DN10_c0_g1_i8,Sobic.004G220300.1,NA,Zm00001d017274_T001
QN05-803_k31_TRINITY_DN2145_c0_g1_i12,Sobic.001G001900.1,NA,Zm00001d034929_T007
QC02-402_k31_TRINITY_DN2443_c0_g1_i9,Sobic.001G109800.1,NA,Zm00001d013391_T012
GUC2_k31_TRINITY_DN6524_c0_g1_i2,Sobic.003G171400.1,NA,Zm00001d009337_T041
KQB07-24739_k25_TRINITY_DN4759_c0_g1_i6,Sobic.001G055900.1,NA,Zm00001d034468_T001
QC02-402_k25_TRINITY_DN3040_c0_g2_i3,Sobic.003G196300.6,NA,Zm00001d044281_T036
KQ08-2850_k25_TRINITY_DN11582_c0_g1_i7,Sobic.009G213000.1,NA,Zm00001d038846_T001
KQ08-2850_k31_TRINITY_DN3805_c0_g1_i8,Sobic.002G070600.1,NA,Zm00001d007758_T001
QS99-2014_k31_TRINITY_DN724_c0_g1_i10,Sobic.007G210801.1,NA,NA
KQB07-23863_k31_TRINITY_DN1396_c0_g1_i3,Sobic.001G064500.1,NA,Zm00001d034368_T001
KQB07-24619_k25_TRINITY_DN2623_c0_g1_i4,Sobic.010G269100.2,NA,Zm00001d014808_T001
QA96-1749_k25_TRINITY_DN18235_c0_g1_i2,Sobic.003G359300.1,NA,Zm00001d012349_T001
QN05-1509_k31_TRINITY_DN417_c0_g2_i4,Sobic.003G273600.1,NA,Zm00001d011696_T001
QA02-1009_k31_TRINITY_DN7344_c0_g2_i23,Sobic.003G203400.2,NA,Zm00001d011258_T008
CoV92102_k31_TRINITY_DN29450_c0_g1_i5,Sobic.010G279000.1,NA,Zm00001d014898_T004
GXU-34140_k31_TRINITY_DN665_c0_g1_i2,Sobic.002G200700.3,NA,Zm00001d005764_T001
CP74-2005_k25_TRINITY_DN53_c0_g1_i6,Sobic.006G148800.1,NA,Zm00001d003016_T004
Co06022_k25_TRINITY_DN2448_c0_g2_i1,Sobic.001G387600.1,NA,Zm00001d028974_T001
CoV92102_k25_TRINITY_DN5425_c0_g1_i13,Sobic.010G171900.1,NA,Zm00001d046330_T005
QN05-803_k25_TRINITY_DN6257_c0_g1_i3,Sobic.004G196700.3,NA,Zm00001d017029_T007
T2_k31_TRINITY_DN4232_c0_g2_i4,Sobic.005G010900.2,NA,Zm00001d030340_T007
FN95-1702_k31_TRINITY_DN22629_c0_g1_i8,Sobic.007G217700.3,NA,Zm00001d052847_T001
T2_k31_TRINITY_DN6304_c0_g2_i1,Sobic.009G174000.1,NA,Zm00001d038480_T001
RB72454_k25_TRINITY_DN5552_c0_g2_i2,Sobic.004G118000.2,NA,NA
LCP85-384_k25_TRINITY_DN10936_c0_g1_i9,Sobic.006G041600.1,AT5G43930.2,Zm00001d025111_T046
GUC10_k25_TRINITY_DN26285_c0_g1_i1,Sobic.004G178300.1,NA,Zm00001d016836_T001
T1_k31_TRINITY_DN11844_c0_g2_i4,Sobic.007G074600.1,NA,Zm00001d049379_T019
KQ08-2850_k31_TRINITY_DN5082_c0_g2_i8,Sobic.006G185500.5,NA,Zm00001d002614_T006
KQ08-2850_k25_TRINITY_DN42549_c0_g1_i3,Sobic.004G028000.1,NA,Zm00001d053976_T001
KQB08-32953_k25_TRINITY_DN6909_c0_g1_i2,Sobic.003G017700.7,NA,Zm00001d039363_T001
KQB07-23990_k25_TRINITY_DN2460_c0_g1_i5,Sobic.001G445100.1,NA,Zm00001d047986_T039
RB72454_k31_TRINITY_DN34665_c0_g1_i2,Sobic.007G008800.1,NA,Zm00001d035029_T004
KQB07-24739_k25_TRINITY_DN1132_c0_g1_i12,Sobic.001G356500.1,AT3G01150.2,Zm00001d029329_T011
QA02-1009_k31_TRINITY_DN56818_c0_g1_i5,Sobic.003G190500.1,NA,Zm00001d044225_T001
KQB08-32953_k31_TRINITY_DN46258_c0_g1_i4,Sobic.004G285000.1,NA,Zm00001d017566_T001
KQB08-32953_k31_TRINITY_DN191_c0_g1_i15,Sobic.002G040800.2,NA,Zm00001d007912_T012
QN05-1460_k25_TRINITY_DN9956_c1_g1_i1,Sobic.002G206700.1,NA,Zm00001d020544_T001
KQB09-23137_k25_TRINITY_DN30825_c0_g1_i5,Sobic.002G273300.1,NA,Zm00001d006198_T003
LCP85-384_k31_TRINITY_DN18850_c0_g2_i6,Sobic.004G060900.4,NA,Zm00001d015435_T008
MT11-610_k25_TRINITY_DN2105_c0_g3_i2,Sobic.007G177500.1,NA,Zm00001d032027_T002
MT11-610_k31_TRINITY_DN8104_c0_g1_i5,Sobic.009G203600.1,NA,Zm00001d038791_T001
RB855156_k31_TRINITY_DN1813_c0_g1_i3,Sobic.002G270500.1,AT4G23040.1,Zm00001d021227_T001
QBYN04-26041_k31_TRINITY_DN19129_c1_g1_i1,Sobic.001G222500.2,NA,Zm00001d032735_T001
ROC20_k31_TRINITY_DN29353_c0_g1_i3,Sobic.001G326300.1,NA,Zm00001d034962_T001
B1_k31_TRINITY_DN2538_c0_g2_i5,Sobic.001G411400.2,NA,Zm00001d047761_T001
Q241_k25_TRINITY_DN8772_c0_g1_i10,Sobic.005G139300.1,NA,Zm00001d052660_T013
B2_k25_TRINITY_DN10427_c0_g3_i1,Sobic.003G086300.2,NA,NA
QA02-1009_k25_TRINITY_DN4913_c0_g1_i5,Sobic.009G069200.1,NA,Zm00001d037696_T005
B2_k31_TRINITY_DN19781_c0_g2_i6,Sobic.002G317200.1,NA,Zm00001d021624_T013
CP74-2005_k25_TRINITY_DN18659_c0_g1_i8,Sobic.006G022400.1,NA,NA
CP74-2005_k25_TRINITY_DN3950_c0_g1_i4,Sobic.002G315200.1,NA,Zm00001d021609_T021
Co06022_k31_TRINITY_DN11721_c0_g1_i3,Sobic.010G255700.2,NA,Zm00001d014719_T007
Co06022_k31_TRINITY_DN10216_c0_g1_i12,Sobic.009G173600.12,NA,Zm00001d038475_T014
F1-Bulk-1_k25_TRINITY_DN4973_c0_g1_i5,Sobic.002G197900.1,NA,Zm00001d041416_T004
F1-Bulk-1_k25_TRINITY_DN130809_c0_g1_i1,Sobic.003G323500.1,NA,Zm00001d012591_T001
ROC22_k31_TRINITY_DN13428_c0_g1_i17,Sobic.008G054600.3,NA,Zm00001d041857_T002
F1-Bulk-1_k31_TRINITY_DN1340_c0_g1_i1,Sobic.002G421300.2,NA,Zm00001d022420_T001
F1-Bulk-2_k25_TRINITY_DN2580_c0_g1_i3,Sobic.004G285800.3,NA,Zm00001d017557_T001
GT96-167_k31_TRINITY_DN1431_c0_g1_i14,Sobic.002G042400.1,NA,Zm00001d007907_T001
GT96-167_k25_TRINITY_DN19034_c0_g1_i7,Sobic.002G354000.1,NA,Zm00001d006688_T001
GUC10_k31_TRINITY_DN13353_c0_g1_i3,Sobic.010G005300.1,NA,Zm00001d045578_T001
Q241_k25_TRINITY_DN1809_c0_g2_i1,Sobic.009G167900.1,AT3G51850.2,Zm00001d010579_T002
ROC26_k31_TRINITY_DN6135_c0_g1_i5,Sobic.002G092300.1,NA,Zm00001d019299_T002
GXU-34140_k25_TRINITY_DN12423_c1_g1_i2,Sobic.002G042600.1,NA,Zm00001d018859_T004
KQ08-2850_k25_TRINITY_DN2910_c0_g1_i6,Sobic.002G407000.1,NA,Zm00001d022510_T003
KQB07-23863_k25_TRINITY_DN2143_c0_g2_i8,Sobic.010G220100.1,NA,Zm00001d036654_T001
KQB07-24739_k31_TRINITY_DN631_c0_g1_i1,Sobic.010G039200.1,NA,Zm00001d045340_T007
KQB07-24739_k31_TRINITY_DN1514_c1_g1_i9,Sobic.002G350600.1,AT5G19820.1,Zm00001d021893_T001
QC02-402_k25_TRINITY_DN563_c0_g1_i12,Sobic.001G155000.1,AT4G21710.1,Zm00001d013683_T007
MS6847_k31_TRINITY_DN13478_c0_g1_i4,Sobic.004G244900.1,NA,Zm00001d019664_T006
SP80-3280_Mattielo_SP803280_c111612_g2_i1,Sobic.001G297500.1,NA,Zm00001d000184_T001
LCP85-384_k31_TRINITY_DN7684_c0_g1_i3,Sobic.003G052400.1,NA,Zm00001d039686_T002
MS6847_k25_TRINITY_DN20376_c0_g1_i4,Sobic.009G086600.4,NA,NA
MS6847_k31_TRINITY_DN12304_c0_g1_i3,Sobic.001G141300.1,NA,Zm00001d013568_T001
MS6847_k25_TRINITY_DN7665_c0_g2_i9,Sobic.002G396500.14,NA,Zm00001d022338_T004
ROC22_k25_TRINITY_DN9691_c0_g1_i6,Sobic.004G146500.2,NA,Zm00001d016496_T008
Q241_k25_TRINITY_DN2732_c0_g1_i10,Sobic.001G365600.1,NA,Zm00001d029227_T001
Q241_k25_TRINITY_DN8187_c0_g1_i4,Sobic.001G208200.3,NA,Zm00001d032608_T001
R570_BAC_Sh_003N22_p000090,Sobic.005G121800.1,NA,Zm00001d007349_T001
R570_BAC_Sh_217M18_p000110,Sobic.009G099850.1,NA,NA
RB72454_k25_TRINITY_DN2345_c0_g1_i20,Sobic.008G036300.6,NA,Zm00001d053145_T001
ROC20_k31_TRINITY_DN12123_c0_g1_i5,Sobic.002G006600.1,NA,Zm00001d007937_T002
ROC22_k31_TRINITY_DN15810_c0_g3_i4,Sobic.008G175032.1,NA,Zm00001d041298_T001
ROC22_k31_TRINITY_DN4767_c0_g2_i3,Sobic.010G000600.1,NA,Zm00001d045621_T001
LCP85-384_k25_TRINITY_DN23052_c0_g1_i1,NA,NA,Zm00001d041763_T001
MT11-610_k25_TRINITY_DN74164_c0_g1_i8,NA,NA,Zm00001d022465_T004
QA96-1749_k31_TRINITY_DN5646_c0_g1_i17,NA,NA,Zm00001d043517_T001
